"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.874631920E-1,5.655403614E0,4.515464306E0,4.513070107E0
1.895051580E-1,5.487809658E0,4.481945515E0,4.405331135E0
1.915470910E-1,5.406406879E0,4.462791920E0,4.364629745E0
1.935889910E-1,5.262754440E0,4.438849926E0,4.326322556E0
1.956308570E-1,5.102343082E0,4.419696331E0,4.323928356E0
1.976727570E-1,5.032911301E0,4.400542736E0,4.328716755E0
1.997147230E-1,4.891354084E0,4.343081951E0,4.369418144E0
2.017567560E-1,4.723760128E0,4.314351559E0,4.414907932E0
2.037987560E-1,4.594472885E0,4.266467571E0,4.412513733E0
2.058407890E-1,4.522646904E0,4.247313976E0,4.412513733E0
2.078828220E-1,4.398148537E0,4.189853191E0,4.410119534E0
2.099248880E-1,4.273650169E0,4.141968727E0,4.395754337E0
2.119669210E-1,4.223371983E0,4.113238335E0,4.390965939E0
2.140088870E-1,4.137180328E0,4.101267338E0,4.367023945E0
2.160507870E-1,4.067748547E0,4.072536945E0,4.302380562E0
2.180919200E-1,4.041412354E0,4.062960148E0,4.254496574E0
2.201328860E-1,3.988739967E0,4.067748547E0,4.170699596E0
2.221737860E-1,3.969586372E0,4.094084740E0,4.096478939E0
2.242269860E-1,3.948038578E0,4.103661537E0,4.031835556E0
2.262802860E-1,3.940855980E0,4.106055737E0,4.022258759E0
2.283335860E-1,3.907337189E0,4.127603531E0,4.022258759E0
2.303869190E-1,3.892971992E0,4.132391930E0,4.043806553E0
2.324402520E-1,3.854664803E0,4.134786129E0,4.086902142E0
2.344935850E-1,3.830722809E0,4.118026733E0,4.118026733E0
2.365469510E-1,3.818751812E0,4.108449936E0,4.201824188E0
2.385720170E-1,3.785232782E0,4.091690540E0,4.278438568E0
2.405970170E-1,3.773261786E0,4.072536945E0,4.319139957E0
2.426220170E-1,3.727771997E0,4.043806553E0,4.381389141E0
2.446469830E-1,3.679888010E0,4.039018154E0,4.426878929E0
2.466719830E-1,3.643975019E0,4.027047157E0,4.455609322E0
2.486969490E-1,3.617638826E0,3.998316765E0,4.489128113E0
2.507218820E-1,3.574543238E0,3.993528366E0,4.546588898E0
2.527468480E-1,3.557783842E0,3.988739967E0,4.568136692E0
2.547718810E-1,3.531447411E0,3.967192173E0,4.611232281E0
2.567969470E-1,3.490746021E0,3.943250179E0,4.651933670E0
2.588502800E-1,3.435679436E0,3.924096584E0,4.663905144E0
2.609036130E-1,3.387795448E0,3.895366192E0,4.663905144E0
2.629569460E-1,3.332728863E0,3.888183594E0,4.666299343E0
2.650102790E-1,3.327940464E0,3.876212597E0,4.659116745E0
2.670636120E-1,3.306392431E0,3.876212597E0,4.611232281E0
2.691169120E-1,3.308786631E0,3.912125587E0,4.541800499E0
2.711702450E-1,3.303998232E0,3.921702385E0,4.503493309E0
2.732236450E-1,3.327940464E0,3.933673382E0,4.453215122E0
2.752771780E-1,3.349488258E0,3.986345768E0,4.390965939E0
2.773308110E-1,3.380612850E0,4.039018154E0,4.326322556E0
2.793851770E-1,3.378218651E0,4.041412354E0,4.311957359E0
2.814397100E-1,3.380612850E0,4.074931145E0,4.273650169E0
2.834943760E-1,3.347094059E0,4.096478939E0,4.220977783E0
2.855367090E-1,3.327940464E0,4.103661537E0,4.204218388E0
2.875789750E-1,3.289633036E0,4.141968727E0,4.170699596E0
2.896212080E-1,3.222595453E0,4.137180328E0,4.118026733E0
2.916633740E-1,3.181894064E0,4.134786129E0,4.094084740E0
2.937056400E-1,3.124433279E0,4.127603531E0,4.031835556E0
2.957479060E-1,3.043030262E0,4.103661537E0,3.950432777E0
2.977901060E-1,2.992752075E0,4.089296341E0,3.909731388E0
2.998322720E-1,2.930502892E0,4.062960148E0,3.804386616E0
3.018744050E-1,2.837129116E0,4.024652958E0,3.677493811E0
3.039165050E-1,2.817975283E0,4.012681961E0,3.610456228E0
3.059586380E-1,2.765302896E0,3.998316765E0,3.497928619E0
3.080008040E-1,2.705447912E0,3.991134167E0,3.385401249E0
3.100430370E-1,2.698265314E0,3.998316765E0,3.303998232E0
3.120852370E-1,2.703053713E0,4.024652958E0,3.263296843E0
3.141274370E-1,2.698265314E0,4.043806553E0,3.215412855E0
3.161696370E-1,2.700659513E0,4.074931145E0,3.189076662E0
3.182118030E-1,2.717418909E0,4.096478939E0,3.174711466E0
3.202257690E-1,2.765302896E0,4.158728123E0,3.124433279E0
3.222397350E-1,2.849100113E0,4.218583584E0,3.090914488E0
3.242537010E-1,2.887407303E0,4.261679173E0,3.078943491E0
3.262676670E-1,2.956839085E0,4.316745758E0,3.052607059E0
3.282816670E-1,3.069366693E0,4.369418144E0,3.043030262E0
3.302956670E-1,3.119644880E0,4.398148537E0,3.064578056E0
3.323096670E-1,3.217807055E0,4.462791920E0,3.129221678E0
3.343236330E-1,3.349488258E0,4.510675907E0,3.246537447E0
3.363375990E-1,3.514688015E0,4.537012100E0,3.323152065E0
3.383515320E-1,3.682282209E0,4.630385876E0,3.651157618E0
3.403646980E-1,3.780444384E0,4.663905144E0,3.780444384E0
3.423777980E-1,3.971980572E0,4.730942726E0,4.053383350E0
3.443908310E-1,4.074931145E0,4.781220913E0,4.168305397E0
3.464038640E-1,4.297592163E0,4.876988888E0,4.407725334E0
3.484169640E-1,4.532223701E0,5.016151905E0,4.637568474E0
3.504300970E-1,4.623203278E0,5.059247494E0,4.754884720E0
3.524432630E-1,4.797980309E0,5.145438671E0,4.973056316E0
3.544563630E-1,4.963479519E0,5.222053051E0,5.181351662E0
3.564694630E-1,5.044882298E0,5.260360241E0,5.267542839E0
3.584826290E-1,5.178957462E0,5.320215225E0,5.430348873E0
3.604958950E-1,5.291484833E0,5.351340294E0,5.633855820E0
3.625092280E-1,5.351340294E0,5.372888088E0,5.732017994E0
3.645226280E-1,5.454290867E0,5.394435883E0,5.906795025E0
3.665360610E-1,5.518934250E0,5.389647484E0,6.033687592E0
3.685494610E-1,5.590760231E0,5.372888088E0,6.170156956E0
3.705627940E-1,5.619490623E0,5.368099689E0,6.225223541E0
3.725761600E-1,5.672163010E0,5.392041683E0,6.323386192E0
3.745895260E-1,5.720046997E0,5.401618481E0,6.373664379E0
3.766028590E-1,5.746383190E0,5.418377876E0,6.388029575E0
3.786161920E-1,5.772719383E0,5.471050262E0,6.416759968E0
3.806294250E-1,5.796661377E0,5.504569054E0,6.428730965E0
3.826426910E-1,5.825392246E0,5.542876244E0,6.428730965E0
3.846559240E-1,5.866093636E0,5.609913826E0,6.435913563E0
3.866692240E-1,5.890035629E0,5.667374611E0,6.435913563E0
3.886825240E-1,5.899612427E0,5.674557209E0,6.426336765E0
3.906958240E-1,5.894824028E0,5.693710804E0,6.397606373E0
3.927090570E-1,5.897218227E0,5.729623795E0,6.378452778E0
3.947223230E-1,5.937919617E0,5.751171589E0,6.354510784E0
3.967355560E-1,5.947496414E0,5.763142586E0,6.347328186E0
3.987488220E-1,6.012139797E0,5.799055576E0,6.340145588E0
4.007621880E-1,6.045658588E0,5.811026573E0,6.325780392E0
4.027755540E-1,6.076783180E0,5.825392246E0,6.309020519E0
4.047889200E-1,6.134243965E0,5.844545841E0,6.268319130E0
4.068022860E-1,6.186916351E0,5.887641430E0,6.244377136E0
4.088155860E-1,6.230011940E0,5.909189224E0,6.241982937E0
4.108288520E-1,6.328174591E0,5.945102215E0,6.249165535E0
4.128421520E-1,6.416759968E0,6.014533997E0,6.275501728E0
4.148554180E-1,6.464643955E0,6.048052788E0,6.289866924E0
4.168687180E-1,6.569988728E0,6.103119373E0,6.325780392E0
4.188819840E-1,6.663362503E0,6.146214962E0,6.380846977E0
4.209236840E-1,6.766313076E0,6.198887348E0,6.455067158E0
4.229654170E-1,6.830956936E0,6.246771336E0,6.560411930E0
4.250071500E-1,6.876446724E0,6.258742332E0,6.672939301E0
4.270488500E-1,6.921936512E0,6.253953934E0,6.718429089E0
4.290905500E-1,6.986579895E0,6.241982937E0,6.785466671E0
4.311322830E-1,7.039252281E0,6.215646744E0,6.814197540E0
4.331740160E-1,7.048829079E0,6.184522152E0,6.804620743E0
4.352157820E-1,7.123049259E0,6.139032364E0,6.804620743E0
4.372575150E-1,7.008127689E0,5.341763496E0,5.655403614E0
4.392992480E-1,7.005733490E0,5.097554684E0,5.348946095E0
4.413410480E-1,7.024887085E0,5.269937038E0,5.803843975E0
4.433828140E-1,7.046434879E0,5.739200592E0,6.505345345E0
4.454246140E-1,7.158962250E0,6.218040943E0,7.218817234E0
4.474663470E-1,7.266701221E0,6.438307762E0,7.520486832E0
4.495080800E-1,7.534852028E0,6.802226067E0,7.822156429E0
4.515498130E-1,7.738358974E0,6.967426300E0,7.762300968E0
4.535916460E-1,7.824550629E0,7.010521889E0,7.685686588E0
4.556334460E-1,7.992144585E0,7.046434879E0,7.580341816E0
4.576752790E-1,8.183680534E0,7.015310287E0,7.570765018E0
4.597171120E-1,8.411129951E0,6.979397297E0,7.649773598E0
4.617589120E-1,8.540416718E0,6.984185696E0,7.695263386E0
4.638007120E-1,8.796596527E0,7.015310287E0,7.788637638E0
4.658425450E-1,8.921094894E0,7.041646481E0,7.834127426E0
4.678968110E-1,9.165303230E0,7.127837658E0,7.915530205E0
4.699511440E-1,9.404723167E0,7.223605633E0,8.001721382E0
4.720055100E-1,9.665691376E0,7.300220490E0,8.107066154E0
4.740598760E-1,9.962572098E0,7.367258072E0,8.248324394E0
4.761143420E-1,1.008467674E1,7.403171062E0,8.329727173E0
4.781688080E-1,1.036719227E1,7.501333237E0,8.482955933E0
4.802232740E-1,1.065928555E1,7.592312813E0,8.571541786E0
4.822493070E-1,1.081011963E1,7.642591000E0,8.581118584E0
4.842752730E-1,1.110221291E1,7.743147373E0,8.588300705E0
4.863012390E-1,1.141585255E1,7.836521626E0,8.581118584E0
4.883272050E-1,1.156429386E1,7.886799812E0,8.564358711E0
4.903532050E-1,1.180371380E1,8.020874977E0,8.497321129E0
4.923791710E-1,1.199524975E1,8.138191223E0,8.399158478E0
4.944052040E-1,1.206707573E1,8.193257332E0,8.332120895E0
4.964312370E-1,1.216044998E1,8.293813705E0,8.198045731E0
4.984573370E-1,1.220115089E1,8.356062889E0,8.073547363E0
5.004835030E-1,1.212932491E1,8.368034363E0,7.975385189E0
5.034165030E-1,1.201440334E1,8.348880768E0,7.865252018E0
5.056034070E-1,1.181329060E1,8.269871712E0,7.786243439E0
5.076184070E-1,1.169836903E1,8.221987724E0,7.750329971E0
5.096334070E-1,1.147810268E1,8.066365242E0,7.654561996E0
5.116484070E-1,1.121713448E1,7.862857819E0,7.539640427E0
5.136624070E-1,1.107348251E1,7.747935772E0,7.474997044E0
5.156761570E-1,1.077899551E1,7.477391243E0,7.314585686E0
5.176901570E-1,1.044141293E1,7.175721645E0,7.108684063E0
5.197041570E-1,1.008946514E1,6.838139534E0,6.886023521E0
5.217181570E-1,9.727940559E0,6.455067158E0,6.646603107E0
5.237320320E-1,9.545981407E0,6.261136532E0,6.519710541E0
5.257459200E-1,9.177274704E0,5.875670433E0,6.282684326E0
5.277597200E-1,8.992920876E0,5.669768810E0,6.172551155E0
5.297736290E-1,8.607454300E0,5.262754440E0,6.012139797E0
5.317873790E-1,8.205228806E0,4.841075897E0,5.866093636E0
5.338011480E-1,7.987356186E0,4.620809078E0,5.799055576E0
5.358148620E-1,7.563582420E0,4.180276394E0,5.681739807E0
5.378285280E-1,7.115866661E0,3.787626982E0,5.562029839E0
5.398421530E-1,6.881235123E0,3.581725836E0,5.511751652E0
5.418557410E-1,6.356904984E0,3.189076662E0,5.432743073E0
5.438692410E-1,5.813420773E0,2.827552319E0,5.315426826E0
5.458826620E-1,5.205293655E0,2.631227732E0,5.143044472E0
5.478960620E-1,4.891354084E0,2.226607561E0,5.071218491E0
5.499095380E-1,4.206612587E0,1.843535304E0,4.934749126E0
5.519229470E-1,3.473986626E0,1.434126854E0,4.786009312E0
5.539363380E-1,3.088520288E0,1.228225470E0,4.707000732E0
5.559496710E-1,2.238578558E0,8.164227605E-1,4.551377296E0
5.579630310E-1,1.323993564E0,4.118026793E-1,4.352658749E0
5.599764150E-1,8.236053586E-1,2.130839527E-1,4.192247391E0
5.619897850E-1,-2.274491638E-1,-2.178723514E-1,3.806780815E0
5.640031770E-1,-1.355118155E0,-5.985504389E-1,3.280056238E0
5.660165560E-1,-1.941697598E0,-7.924807668E-1,3.002328873E0
5.680299220E-1,-3.119644880E0,-1.252167463E0,2.425326347E0
5.700432550E-1,-4.333505154E0,-1.786074519E0,1.812410712E0
5.720565210E-1,-5.672163010E0,-2.363077164E0,1.122880578E0
5.740698210E-1,-6.366481781E0,-2.655169725E0,7.661445141E-1
5.760831540E-1,-7.831733227E0,-3.174711466E0,1.197100803E-2
5.780964540E-1,-9.373599052E0,-3.734954596E0,-8.667010069E-1
5.801097870E-1,-1.020917511E1,-4.041412354E0,-1.381454349E0
5.821231200E-1,-1.274463463E1,-4.809951305E0,-3.210624456E0
5.841384200E-1,-1.361612415E1,-5.028122902E0,-3.883395195E0
5.861516860E-1,-1.448521996E1,-5.226841450E0,-4.587290287E0
5.881649520E-1,-1.622849846E1,-5.681739807E0,-6.098330975E0
5.901781850E-1,-1.799541855E1,-6.127061367E0,-7.714416981E0
5.921914850E-1,-1.892197418E1,-6.342539787E0,-8.504503250E0
5.942047850E-1,-2.075832748E1,-6.711246490E0,-1.003679276E1
5.962181510E-1,-2.252046013E1,-7.022492886E0,-1.153795719E1
5.982315840E-1,-2.417245865E1,-7.154173851E0,-1.225861168E1
6.002449840E-1,-2.495566177E1,-7.415142059E0,-1.364724922E1
6.022584170E-1,-2.632514572E1,-7.592312813E0,-1.489013863E1
6.042718830E-1,-2.734507561E1,-7.726387978E0,-1.597231770E1
6.062853830E-1,-2.773054123E1,-7.774271965E0,-1.644636917E1
6.082988830E-1,-2.834824562E1,-7.862857819E0,-1.713829422E1
6.103123490E-1,-2.880075073E1,-7.984961987E0,-1.742559814E1
6.123258490E-1,-2.897552681E1,-8.109460831E0,-1.742081070E1
6.143393490E-1,-2.922452354E1,-8.480561256E0,-1.714308357E1
6.163529150E-1,-2.932986832E1,-9.024045944E0,-1.646552277E1
6.183664480E-1,-2.935381126E1,-9.354445457E0,-1.594837570E1
6.203799480E-1,-2.932747459E1,-1.004158115E1,-1.469830322E1
6.223934480E-1,-2.901383400E1,-1.061379528E1,-1.339825153E1
6.244068810E-1,-2.869540596E1,-1.081969643E1,-1.272069263E1
6.264203140E-1,-2.782152176E1,-1.099686813E1,-1.136796856E1
6.284337140E-1,-2.683032227E1,-1.106390572E1,-1.011340714E1
6.304471140E-1,-2.583912277E1,-1.110221291E1,-9.057564735E0
6.324605140E-1,-2.535549355E1,-1.113094330E1,-8.626607895E0
6.344739470E-1,-2.436399460E1,-1.126501846E1,-7.932289600E0
6.364873800E-1,-2.331772804E1,-1.154274559E1,-7.446266651E0
6.385008130E-1,-2.277903366E1,-1.171991634E1,-7.295432091E0
6.405142130E-1,-2.168727684E1,-1.209820080E1,-7.173327446E0
6.425276130E-1,-2.053806114E1,-1.253633976E1,-7.273883820E0
6.445398790E-1,-1.993951035E1,-1.278773022E1,-7.393594265E0
6.465541790E-1,-1.862988281E1,-1.325699425E1,-7.707234383E0
6.485685120E-1,-1.708562279E1,-1.370710373E1,-8.047211647E0
6.505828450E-1,-1.615906525E1,-1.393694782E1,-8.162133217E0
6.525972450E-1,-1.388666916E1,-1.440860558E1,-8.245929718E0
6.546116450E-1,-1.100405025E1,-1.497872448E1,-7.992144585E0
6.566260450E-1,-7.549217224E0,-1.553178501E1,-7.345710278E0
6.586404110E-1,-5.638644218E0,-1.575683975E1,-6.886023521E0
6.606548110E-1,-1.522712231E0,-1.595555878E1,-5.743988991E0
6.626691440E-1,2.920926094E0,-1.574008083E1,-4.292803764E0
6.647118100E-1,7.690474987E0,-1.515350151E1,-2.592920542E0
6.667545100E-1,1.278773022E1,-1.405186939E1,-6.272808313E-1
6.687972100E-1,1.544319916E1,-1.330487823E1,5.291185975E-1
6.708399100E-1,2.092831612E1,-1.131769085E1,3.351882458E0
6.728826430E-1,2.632753944E1,-8.751106262E0,6.950666904E0
6.749253760E-1,3.192278862E1,-7.204452038E0,8.899546623E0
6.769680760E-1,3.436996078E1,-3.964797974E0,1.246930218E1
6.790108090E-1,3.902907944E1,-7.469909191E-1,1.555572701E1
6.810536090E-1,4.327639389E1,2.238578558E0,1.844792175E1
6.830964420E-1,4.522078323E1,3.579331636E0,1.972163773E1
6.851393420E-1,4.857027054E1,5.822998047E0,2.161066246E1
6.871822750E-1,5.111770248E1,7.510910034E0,2.282931137E1
6.892266080E-1,5.206101990E1,8.166921616E0,2.326505661E1
6.912709740E-1,5.334431076E1,9.138967514E0,2.380614662E1
6.933153740E-1,5.393119049E1,9.742305756E0,2.411021042E1
6.953598400E-1,5.401019669E1,9.929053307E0,2.425146675E1
6.974042400E-1,5.383990860E1,1.014692593E1,2.451961899E1
6.994486400E-1,5.332754898E1,1.020438671E1,2.479764557E1
7.014930400E-1,5.261886597E1,1.021875191E1,2.514719772E1
7.035374060E-1,5.180484009E1,1.019959831E1,2.558533669E1
7.055809390E-1,5.134275818E1,1.018283939E1,2.586306381E1
7.076244050E-1,5.033240509E1,1.008228302E1,2.655977821E1
7.096678380E-1,4.979131317E1,9.993697166E0,2.698833847E1
7.117267710E-1,4.866364670E1,9.787796021E0,2.800348091E1
7.137856370E-1,4.745217896E1,9.531616211E0,2.917903328E1
7.158444700E-1,4.627183914E1,9.261071205E0,3.040247154E1
7.179033030E-1,4.570201874E1,9.158121109E0,3.101538658E1
7.199621690E-1,4.460308075E1,9.040804863E0,3.219333267E1
7.220210690E-1,4.360200500E1,9.038411140E0,3.316059113E1
7.240800350E-1,4.260840988E1,9.138967514E0,3.381899643E1
7.261107350E-1,4.211999512E1,9.249100685E0,3.399377441E1
7.281414010E-1,4.118625641E1,9.562741280E0,3.401531982E1
7.301721010E-1,4.030758286E1,9.921871185E0,3.363224792E1
7.322028010E-1,3.987902069E1,1.011819553E1,3.331142426E1
7.345214070E-1,3.902907944E1,1.048450851E1,3.246387863E1
7.365354070E-1,3.811449432E1,1.077899551E1,3.137691116E1
7.385484070E-1,3.761410522E1,1.088912868E1,3.076160049E1
7.405614070E-1,3.650558853E1,1.102799225E1,2.941366577E1
7.425747400E-1,3.528694153E1,1.103996372E1,2.793404961E1
7.445879900E-1,3.463093185E1,1.101362705E1,2.717029953E1
7.475189900E-1,3.255964661E1,1.079814911E1,2.485989380E1
7.495344070E-1,3.112312508E1,1.057548809E1,2.323393250E1
7.515484070E-1,3.039289474E1,1.043662453E1,2.239117241E1
7.535624070E-1,2.893003654E1,1.015171432E1,2.067692375E1
7.555759070E-1,2.750548744E1,9.871592522E0,1.891000366E1
7.575895730E-1,2.683271599E1,9.715970039E0,1.800499535E1
7.596033230E-1,2.552787590E1,9.409511566E0,1.615906525E1
7.616177230E-1,2.429935074E1,9.119813919E0,1.433199024E1
7.636318890E-1,2.370798302E1,9.000102997E0,1.343177128E1
7.656458890E-1,2.202725410E1,8.631396294E0,1.085321522E1
7.676627640E-1,2.149574089E1,8.509291649E0,1.007509995E1
7.696793190E-1,2.044468689E1,8.255506516E0,8.652944565E0
7.716956190E-1,1.994908714E1,8.123826027E0,8.018480301E0
7.737117090E-1,1.897464752E1,7.853281021E0,6.919542313E0
7.757275420E-1,1.802893829E1,7.599495411E0,6.002563000E0
7.777431570E-1,1.756206894E1,7.453449249E0,5.617096424E0
7.797585850E-1,1.663311768E1,7.163750648E0,4.975450516E0
7.817738510E-1,1.570177364E1,6.905177116E0,4.520252705E0
7.837889130E-1,1.525166321E1,6.783072472E0,4.352658749E0
7.858037950E-1,1.438945103E1,6.519710541E0,4.072536945E0
7.878184610E-1,1.355148125E1,6.244377136E0,3.861847401E0
7.898329340E-1,1.315404320E1,6.091148376E0,3.775655985E0
7.918472840E-1,1.240226364E1,5.760748386E0,3.634398222E0
7.938615690E-1,1.165766716E1,5.442319870E0,3.497928619E0
7.958758410E-1,1.092982960E1,5.121496677E0,3.378218651E0
7.978901010E-1,1.058267117E1,4.956296921E0,3.315969467E0
7.999043090E-1,9.907505989E0,4.642356873E0,3.177105665E0
8.019185890E-1,9.323320389E0,4.319139957E0,3.021482468E0
8.039328960E-1,9.033622742E0,4.165910721E0,2.942473888E0
8.059472290E-1,8.504503250E0,3.878606796E0,2.743755102E0
8.079615860E-1,7.987356186E0,3.588908434E0,2.566584110E0
8.099759300E-1,7.740753174E0,3.445256233E0,2.473210335E0
8.119902960E-1,7.300220490E0,3.138798475E0,2.296039343E0
8.140046290E-1,6.871658325E0,2.803610086E0,2.185906172E0
8.160189950E-1,6.651391506E0,2.636016130E0,2.157175779E0
8.180333950E-1,6.258742332E0,2.305616140E0,2.102109194E0
8.200477950E-1,5.839757442E0,1.994369984E0,2.023100376E0
8.220620950E-1,5.418377876E0,1.848323703E0,1.932120800E0
8.240764280E-1,5.229235649E0,1.628057122E0,1.884236693E0
8.260907610E-1,4.647145271E0,1.335964561E0,1.726219416E0
8.281042270E-1,4.446032524E0,1.268926859E0,1.671152830E0
8.301177270E-1,4.249708176E0,1.199495077E0,1.608903527E0
8.321311930E-1,3.885789394E0,1.074996591E0,1.467645645E0
8.341446590E-1,3.541024208E0,9.648633003E-1,1.273715258E0
8.361581590E-1,3.373430252E0,9.193734527E-1,1.168370485E0
8.381717250E-1,3.045424461E0,8.547300100E-1,9.528923035E-1
8.401853250E-1,2.786850691E0,7.829039693E-1,7.565677166E-1
8.421989910E-1,2.674323320E0,7.589619160E-1,6.536170840E-1
8.442127570E-1,2.492363930E0,7.637503147E-1,4.764461517E-1
8.462266230E-1,2.377442360E0,7.685387731E-1,3.399766386E-1
8.482405230E-1,2.272097349E0,7.996633649E-1,2.896983922E-1
8.502545230E-1,2.229001760E0,8.667010069E-1,1.699883193E-1
8.522685890E-1,2.169146776E0,9.816226959E-1,8.858546615E-2
