"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.077590830E-1,-4.007893562E0,4.862623692E0,7.661744595E0
1.098001830E-1,-4.015076160E0,4.865017891E0,7.644985199E0
1.118413490E-1,-4.015076160E0,4.862623692E0,7.637802601E0
1.138825820E-1,-4.036623955E0,4.855441093E0,7.621043205E0
1.159238480E-1,-4.058171749E0,4.831499100E0,7.599495411E0
1.179651140E-1,-4.072536945E0,4.814739704E0,7.563582420E0
1.200064140E-1,-4.079719543E0,4.817133904E0,7.558794022E0
1.220478470E-1,-4.079719543E0,4.821922302E0,7.554005623E0
1.240892800E-1,-4.062960148E0,4.841075897E0,7.565976620E0
1.261307460E-1,-4.050989151E0,4.826710701E0,7.561188221E0
1.281722460E-1,-4.010287762E0,4.826710701E0,7.570765018E0
1.302136790E-1,-3.976768970E0,4.848258495E0,7.601889610E0
1.322550790E-1,-3.957615376E0,4.876988888E0,7.621043205E0
1.342964450E-1,-3.885789394E0,4.915595531E0,7.666532993E0
1.363378110E-1,-3.823540211E0,4.944325924E0,7.726387978E0
1.383791770E-1,-3.790021181E0,4.951508522E0,7.762300968E0
1.404205770E-1,-3.811569214E0,5.097554684E0,7.927501202E0
1.424619430E-1,-3.804386616E0,5.145438671E0,7.980173588E0
1.445032430E-1,-3.730166197E0,5.152621269E0,7.982567787E0
1.465444760E-1,-3.725377798E0,5.162198067E0,7.980173588E0
1.485985760E-1,-3.706224203E0,5.162198067E0,7.937077999E0
1.506527090E-1,-3.665522814E0,5.135861874E0,7.901165009E0
1.527068420E-1,-3.655946016E0,5.092766285E0,7.884405613E0
1.547610420E-1,-3.660734415E0,5.085583687E0,7.889194012E0
1.568152750E-1,-3.641580820E0,5.064035892E0,7.896376610E0
1.588695410E-1,-3.632004023E0,5.028122902E0,7.903559208E0
1.609238410E-1,-3.632004023E0,5.013757706E0,7.910741806E0
1.629496070E-1,-3.612850428E0,4.985027313E0,7.915530205E0
1.649753400E-1,-3.605667830E0,4.977844715E0,7.920318604E0
1.670011060E-1,-3.588908434E0,4.970662117E0,7.908347607E0
1.690268720E-1,-3.545812607E0,4.977844715E0,7.898770809E0
1.710526720E-1,-3.514688015E0,4.977844715E0,7.889194012E0
1.730784720E-1,-3.497928619E0,4.968267918E0,7.910741806E0
1.751042720E-1,-3.509899616E0,4.949114323E0,7.922712803E0
1.771300050E-1,-3.536235809E0,4.929960728E0,7.925107002E0
1.791558050E-1,-3.550601006E0,4.927566528E0,7.896376610E0
1.811815380E-1,-3.555389643E0,4.929960728E0,7.874828815E0
1.832357380E-1,-3.593696833E0,4.925172329E0,7.747935772E0
1.852900380E-1,-3.605667830E0,4.920383930E0,7.707234383E0
1.873443710E-1,-3.620033026E0,4.901230335E0,7.628225803E0
1.893986710E-1,-3.670311213E0,4.903624535E0,7.556399822E0
1.914530040E-1,-3.727771997E0,4.891354084E0,7.525275230E0
1.935074040E-1,-3.751713991E0,4.891354084E0,7.474997044E0
1.955618700E-1,-3.821146011E0,4.884171486E0,7.424718857E0
1.976163030E-1,-3.888183594E0,4.913201332E0,7.403171062E0
1.996707690E-1,-3.900154591E0,4.920383930E0,7.381623268E0
2.017252690E-1,-3.960009575E0,4.908412933E0,7.305008888E0
2.037797690E-1,-3.974374771E0,4.908412933E0,7.302614689E0
2.058343690E-1,-3.986345768E0,4.917989731E0,7.295432091E0
2.078890350E-1,-4.034229755E0,4.927566528E0,7.281066418E0
2.099308350E-1,-4.039018154E0,4.925172329E0,7.285854816E0
2.119726680E-1,-4.053383350E0,4.934749126E0,7.295432091E0
2.140145340E-1,-4.077325344E0,4.953902721E0,7.312191486E0
2.160564340E-1,-4.110844135E0,4.999392509E0,7.360075474E0
2.180983000E-1,-4.125209332E0,5.008969307E0,7.374440670E0
2.201401660E-1,-4.110844135E0,5.011363506E0,7.386411667E0
2.221820660E-1,-4.098873138E0,5.061641693E0,7.431901455E0
2.242239320E-1,-4.065354347E0,5.099948883E0,7.474997044E0
2.262657650E-1,-4.060565948E0,5.111919880E0,7.494150639E0
2.283075310E-1,-4.058171749E0,5.121496677E0,7.522881031E0
2.303493310E-1,-3.988739967E0,5.128679276E0,7.520486832E0
2.323910970E-1,-3.950432777E0,5.135861874E0,7.518092632E0
2.344328970E-1,-3.900154591E0,5.145438671E0,7.515698433E0
2.364746970E-1,-3.835511208E0,5.152621269E0,7.503727436E0
2.385165630E-1,-3.778050184E0,5.159803867E0,7.489362240E0
2.405584290E-1,-3.569754839E0,5.178957462E0,7.218817234E0
2.426003620E-1,-3.387795448E0,5.159803867E0,6.986579895E0
2.446138620E-1,-3.375824451E0,5.138256073E0,7.034463882E0
2.466273280E-1,-3.399766445E0,5.076006889E0,7.237970829E0
2.486407610E-1,-3.457227230E0,5.025728703E0,7.465420246E0
2.506541610E-1,-3.481169224E0,5.008969307E0,7.630620003E0
2.526675610E-1,-3.500322819E0,4.980238914E0,7.664138794E0
2.546809270E-1,-3.481169224E0,4.927566528E0,7.628225803E0
2.566942600E-1,-3.445256233E0,4.874594688E0,7.530063629E0
2.587076260E-1,-3.442862034E0,4.841075897E0,7.494150639E0
2.607209920E-1,-3.416525841E0,4.797980309E0,7.427113056E0
2.627342580E-1,-3.368641853E0,4.781220913E0,7.388805866E0
2.647495240E-1,-3.354276657E0,4.771644115E0,7.360075474E0
2.667627240E-1,-3.330334663E0,4.697423935E0,7.324162483E0
2.687759240E-1,-3.354276657E0,4.639962673E0,7.364863873E0
2.707891900E-1,-3.359065056E0,4.606443882E0,7.386411667E0
2.728023900E-1,-3.366247654E0,4.565742493E0,7.455843449E0
2.748154900E-1,-3.368641853E0,4.548983097E0,7.525275230E0
2.768285560E-1,-3.371036053E0,4.537012100E0,7.565976620E0
2.788415890E-1,-3.368641853E0,4.544194698E0,7.678503990E0
2.808545550E-1,-3.363853455E0,4.534617901E0,7.738358974E0
2.828675210E-1,-3.351882458E0,4.513070107E0,7.786243439E0
2.848804870E-1,-3.347094059E0,4.498704910E0,7.810185432E0
2.868934530E-1,-3.349488258E0,4.472368717E0,7.829339027E0
2.889064190E-1,-3.344699860E0,4.455609322E0,7.829339027E0
2.909193520E-1,-3.330334663E0,4.443638325E0,7.831733227E0
2.929322520E-1,-3.299209833E0,4.446032524E0,7.889194012E0
2.949451180E-1,-3.294421434E0,4.481945515E0,7.984961987E0
2.969579510E-1,-3.292027235E0,4.474762917E0,8.023268700E0
2.989708170E-1,-3.270479441E0,4.503493309E0,8.092700958E0
3.009836170E-1,-3.232172251E0,4.563348293E0,8.147768021E0
3.029963830E-1,-3.201047659E0,4.582501888E0,8.188468933E0
3.050090490E-1,-3.172317266E0,4.594472885E0,8.205228806E0
3.070216150E-1,-3.122039080E0,4.632780075E0,8.214805603E0
3.090352150E-1,-3.076549292E0,4.680664539E0,8.195652008E0
3.110477810E-1,-3.047818661E0,4.711789131E0,8.190863609E0
3.130603140E-1,-2.978386879E0,4.766855717E0,8.162133217E0
3.150727800E-1,-2.920926094E0,4.826710701E0,8.133402824E0
3.170851800E-1,-2.887407303E0,4.876988888E0,8.102277756E0
3.190975460E-1,-2.403778553E0,5.265148640E0,7.671321392E0
3.211098790E-1,-1.889025092E0,5.607519627E0,7.163750648E0
3.231222120E-1,-1.869871497E0,5.648221016E0,7.192481041E0
3.251326120E-1,-1.936909199E0,5.621884823E0,7.386411667E0
3.271450780E-1,-2.138022184E0,5.494992256E0,7.905953407E0
3.291574780E-1,-2.243366957E0,5.437531471E0,8.135796547E0
3.311698440E-1,-2.375048161E0,5.394435883E0,8.380004883E0
3.331821770E-1,-2.449268341E0,5.423166275E0,8.312967300E0
3.351945430E-1,-2.482787132E0,5.449502468E0,8.018480301E0
3.372068430E-1,-2.468421936E0,5.547664642E0,7.822156429E0
3.392191760E-1,-2.408566952E0,5.619490623E0,7.477391243E0
3.412315090E-1,-2.418143749E0,5.655403614E0,7.194875240E0
3.432438090E-1,-2.432508945E0,5.655403614E0,7.084742069E0
3.461848090E-1,-2.542642117E0,5.638644218E0,6.869264126E0
3.481753150E-1,-2.607285738E0,5.631461620E0,6.790255070E0
3.501873150E-1,-2.724601507E0,5.574000835E0,6.658574104E0
3.521993150E-1,-2.865859509E0,5.533299446E0,6.546046734E0
3.542118150E-1,-3.035847664E0,5.483021259E0,6.486191750E0
3.562241480E-1,-3.134010077E0,5.451896667E0,6.481403351E0
3.582366480E-1,-3.327940464E0,5.327397823E0,6.507739544E0
3.602490480E-1,-3.505111217E0,5.202899456E0,6.579565525E0
3.622613810E-1,-3.579331636E0,5.166986465E0,6.620266914E0
3.642736660E-1,-3.756502390E0,5.083189487E0,6.723217487E0
3.662859160E-1,-3.895366192E0,4.980238914E0,6.811803341E0
3.682981380E-1,-3.945644379E0,4.932354927E0,6.847716331E0
3.703102380E-1,-4.015076160E0,4.841075897E0,6.902782917E0
3.723224190E-1,-4.053383350E0,4.797980309E0,6.941090107E0
3.743345850E-1,-4.065354347E0,4.788403511E0,6.962637901E0
3.763467380E-1,-4.062960148E0,4.714183331E0,6.991368294E0
3.783588800E-1,-4.050989151E0,4.671087742E0,7.051223278E0
3.803710800E-1,-4.010287762E0,4.639962673E0,7.077559471E0
3.823832670E-1,-3.909731388E0,4.606443882E0,7.132626057E0
3.843954430E-1,-3.775655985E0,4.584896088E0,7.278672218E0
3.864074980E-1,-3.742137194E0,4.580107689E0,7.328950882E0
3.884194450E-1,-3.682282209E0,4.568136692E0,7.400776863E0
3.904312950E-1,-3.545812607E0,4.537012100E0,7.532457829E0
3.924615330E-1,-3.387795448E0,4.541800499E0,7.597101212E0
3.944909870E-1,-3.215412855E0,4.568136692E0,7.635408401E0
3.965197690E-1,-3.114856482E0,4.587290287E0,7.656956196E0
3.985478520E-1,-2.896984100E0,4.613626480E0,7.666532993E0
4.005752920E-1,-2.669534922E0,4.616020679E0,7.597101212E0
4.026021380E-1,-2.554613113E0,4.625597477E0,7.556399822E0
4.046284710E-1,-2.310404539E0,4.630385876E0,7.470208645E0
4.066543280E-1,-2.049436569E0,4.630385876E0,7.391200066E0
4.086797070E-1,-1.932120800E0,4.618414879E0,7.357681274E0
4.107046400E-1,-1.671152830E0,4.606443882E0,7.283460617E0
4.127295730E-1,-1.393425345E0,4.606443882E0,7.204452038E0
4.147545390E-1,-1.134851575E0,4.589684486E0,7.091924667E0
4.167794720E-1,-1.010353088E0,4.594472885E0,7.022492886E0
4.188043720E-1,-7.972691655E-1,4.584896088E0,6.888417721E0
4.208292720E-1,-6.009446383E-1,4.544194698E0,6.768707275E0
4.228542380E-1,-5.147533417E-1,4.548983097E0,6.725611687E0
4.248792380E-1,-3.878606856E-1,4.551377296E0,6.680121899E0
4.269326380E-1,-2.466027737E-1,4.522646904E0,6.620266914E0
4.289861040E-1,-1.508347094E-1,4.498704910E0,6.579565525E0
4.310396370E-1,-6.224924326E-2,4.458003521E0,6.543652534E0
4.330932030E-1,-2.394201700E-3,4.417302132E0,6.543652534E0
4.351468360E-1,7.661445439E-2,4.328716755E0,6.586748123E0
4.372005360E-1,1.484405100E-1,4.256890774E0,6.658574104E0
4.392542690E-1,2.274491638E-1,4.192247391E0,6.725611687E0
4.413080020E-1,2.657563984E-1,4.185064793E0,6.763918877E0
4.433617680E-1,3.423708379E-1,4.141968727E0,6.826168537E0
4.454155340E-1,4.261679053E-1,4.096478939E0,6.936301708E0
4.474694000E-1,4.668693244E-1,4.070142746E0,6.996156693E0
4.495233660E-1,5.722141862E-1,4.055777550E0,7.149385452E0
4.515773990E-1,7.062895298E-1,4.050989151E0,7.309797287E0
4.536186320E-1,7.661445141E-1,4.027047157E0,7.419930458E0
4.556598320E-1,9.145850539E-1,4.005499363E0,7.676109791E0
4.577009980E-1,1.106121182E0,3.986345768E0,7.956231594E0
4.597421640E-1,1.218648672E0,3.981557369E0,8.102277756E0
4.617833300E-1,1.448492050E0,3.964797974E0,8.382399559E0
4.638244960E-1,1.702277422E0,3.931279182E0,8.676886559E0
4.658656290E-1,1.972822189E0,3.943250179E0,8.945036888E0
4.679066290E-1,2.106897593E0,3.964797974E0,9.079112053E0
4.699475620E-1,2.343923569E0,3.995922565E0,9.308955193E0
4.719894620E-1,2.597708941E0,4.060565948E0,9.474155426E0
4.740303950E-1,2.731784105E0,4.101267338E0,9.531616211E0
4.760712280E-1,2.973598480E0,4.163516521E0,9.615413666E0
4.781120610E-1,3.184288263E0,4.194641590E0,9.601048470E0
4.801529270E-1,3.299209833E0,4.209006786E0,9.565135002E0
4.821938270E-1,3.524264812E0,4.283226967E0,9.423876762E0
4.842346600E-1,3.742137194E0,4.378994942E0,9.261071205E0
4.862755260E-1,3.849876404E0,4.434061527E0,9.174880028E0
4.882879920E-1,4.015076160E0,4.551377296E0,9.045593262E0
4.903003920E-1,4.163516521E0,4.630385876E0,8.930671692E0
4.923128250E-1,4.319139957E0,4.663905144E0,8.882787704E0
4.943252250E-1,4.395754337E0,4.690241337E0,8.770259857E0
4.963375250E-1,4.505887508E0,4.699818134E0,8.629002571E0
4.983497250E-1,4.584896088E0,4.690241337E0,8.504503250E0
5.003618910E-1,4.611232281E0,4.687847137E0,8.439860344E0
5.023739910E-1,4.642356873E0,4.668693542E0,8.327332497E0
5.043860910E-1,4.659116745E0,4.675876141E0,8.298602104E0
5.063981910E-1,4.668693542E0,4.685452938E0,8.312967300E0
5.084121570E-1,4.663905144E0,4.699818134E0,8.329727173E0
5.104242230E-1,4.635174274E0,4.728548527E0,8.420706749E0
5.124362890E-1,4.608838081E0,4.742913723E0,8.494926453E0
5.144483220E-1,4.525041103E0,4.747702122E0,8.693645477E0
5.164603220E-1,4.331110954E0,4.795586109E0,8.980949402E0
5.184723220E-1,4.168305397E0,4.848258495E0,9.167697906E0
5.204842880E-1,3.785232782E0,5.092766285E0,9.526827812E0
5.224962880E-1,3.359065056E0,5.423166275E0,9.890746117E0
5.245082540E-1,3.009511471E0,5.763142586E0,1.022354031E1
5.265202870E-1,2.901772499E0,5.925948620E0,1.038395214E1
5.285324530E-1,2.779668093E0,6.237194538E0,1.065210247E1
5.305447190E-1,2.760514498E0,6.467038155E0,1.090828228E1
5.325560520E-1,2.784456491E0,6.555623531E0,1.100405025E1
5.345683180E-1,2.911349297E0,6.720823288E0,1.104954052E1
5.365806180E-1,3.124433279E0,6.807014942E0,1.101123333E1
5.385929510E-1,3.210624456E0,6.866869926E0,1.105432892E1
5.406052840E-1,3.354276657E0,6.936301708E0,1.122671127E1
5.426176500E-1,3.660734415E0,6.905177116E0,1.112136650E1
5.446300500E-1,3.811569214E0,6.878840923E0,1.102081013E1
5.466423830E-1,4.086902142E0,6.768707275E0,1.075744724E1
5.486546830E-1,4.297592163E0,6.694487095E0,1.052760410E1
5.506669830E-1,4.496310711E0,6.687304497E0,1.037198067E1
5.526804160E-1,4.558559895E0,6.663362503E0,1.031930828E1
5.546926820E-1,4.668693542E0,6.672939301E0,1.025705910E1
5.567050480E-1,4.711789131E0,6.620266914E0,1.028818417E1
5.587174810E-1,4.702212334E0,6.591536522E0,1.033127975E1
5.607299470E-1,4.637568474E0,6.546046734E0,1.041986465E1
5.627424470E-1,4.563348293E0,6.467038155E0,1.052521038E1
5.647548800E-1,4.479551315E0,6.404788971E0,1.056351757E1
5.667673130E-1,4.290409565E0,6.186916351E0,1.061379528E1
5.687787460E-1,4.187458992E0,6.067206383E0,1.061140156E1
5.707920790E-1,4.079719543E0,5.933131218E0,1.059464169E1
5.728054120E-1,3.897760391E0,5.669768810E0,1.055872917E1
5.748187120E-1,3.701435804E0,5.415983677E0,1.052999878E1
5.768320780E-1,3.531447411E0,5.145438671E0,1.051323891E1
5.788454110E-1,3.426102638E0,4.999392509E0,1.049408531E1
5.808588110E-1,3.210624456E0,4.750096321E0,1.045577812E1
5.828721770E-1,3.028665066E0,4.558559895E0,1.035761547E1
5.848856100E-1,2.930502892E0,4.460397720E0,1.032409668E1
5.868990100E-1,2.578555346E0,4.302380562E0,1.048211479E1
5.889409100E-1,2.353500366E0,4.118026733E0,1.065689087E1
5.909828100E-1,1.987187386E0,3.916913986E0,1.075505352E1
5.930247100E-1,1.589749932E0,3.821146011E0,1.079096603E1
5.950666760E-1,1.410184860E0,3.787626982E0,1.078617764E1
5.971086420E-1,1.118092179E0,3.701435804E0,1.074547672E1
5.991506080E-1,8.403648138E-1,3.615244627E0,1.069280434E1
6.011925740E-1,6.464344859E-1,3.581725836E0,1.064252567E1
6.032344740E-1,5.650315881E-1,3.552995205E0,1.066167927E1
6.052763740E-1,4.979939461E-1,3.588908434E0,1.067604446E1
6.073183400E-1,4.453215301E-1,3.627215624E0,1.067604446E1
6.093603400E-1,3.806780577E-1,3.643975019E0,1.068801594E1
6.114023400E-1,3.088520169E-1,3.665522814E0,1.071195793E1
6.134431730E-1,2.537853718E-1,3.727771997E0,1.078378391E1
6.154851730E-1,2.537853718E-1,3.763684988E0,1.081969643E1
6.175271390E-1,3.040636182E-1,3.857059002E0,1.089870548E1
6.195691720E-1,4.165911078E-1,4.024652958E0,1.091307068E1
6.216112720E-1,4.596867263E-1,4.110844135E0,1.092982960E1
6.236534380E-1,5.506663918E-1,4.264073372E0,1.098250294E1
6.256957040E-1,6.727706790E-1,4.414907932E0,1.097531986E1
6.277380040E-1,6.488286853E-1,4.419696331E0,1.106869411E1
6.297794040E-1,7.038952708E-1,4.474762917E0,1.106629944E1
6.318207370E-1,8.547300100E-1,4.577713490E0,1.089152241E1
6.338620700E-1,1.058237195E0,4.680664539E0,1.068801594E1
6.359162360E-1,1.233013868E0,4.764461517E0,1.057069969E1
6.379704360E-1,1.333570361E0,4.819528103E0,1.051323891E1
6.400246690E-1,1.525106430E0,4.941931725E0,1.040071106E1
6.420788690E-1,1.671152830E0,5.011363506E0,1.038155746E1
6.441331020E-1,1.733402014E0,5.049670696E0,1.037676907E1
6.461873680E-1,1.850717902E0,5.140650272E0,1.039352894E1
6.482416340E-1,1.960851192E0,5.198111057E0,1.044141293E1
6.502673670E-1,2.011129379E0,5.234024048E0,1.045338345E1
6.522930330E-1,2.080561161E0,5.272331238E0,1.052521038E1
6.543186660E-1,2.073378563E0,5.265148640E0,1.060661316E1
6.563443320E-1,2.011129379E0,5.245995045E0,1.065210247E1
6.583700320E-1,1.970427990E0,5.217264652E0,1.072871685E1
6.603957320E-1,1.927332401E0,5.178957462E0,1.076223564E1
6.624213650E-1,1.833958507E0,5.080795288E0,1.080293751E1
6.644470310E-1,1.738190413E0,4.982633114E0,1.086518669E1
6.664726310E-1,1.489193439E0,4.738125324E0,1.103038692E1
6.684981970E-1,1.221042871E0,4.472368717E0,1.115249062E1
6.714321970E-1,1.034295082E0,4.225766182E0,1.117164421E1
6.735913150E-1,8.092401624E-1,4.010287762E0,1.117643261E1
6.756023150E-1,6.512228847E-1,3.892971992E0,1.118122101E1
6.776133150E-1,5.698199868E-1,3.667917013E0,1.118361568E1
6.796248150E-1,3.974374831E-1,3.426102638E0,1.116206741E1
6.816368150E-1,2.154781520E-1,3.193865061E0,1.106869411E1
6.836488150E-1,1.316810995E-1,3.078943491E0,1.100883865E1
6.856612150E-1,-5.267243832E-2,2.875436306E0,1.085560989E1
6.876737150E-1,-2.705447972E-1,2.671929121E0,1.070956326E1
6.896862860E-1,-5.291185975E-1,2.475604534E0,1.061618996E1
6.916987860E-1,-6.655880809E-1,2.382230759E0,1.056112289E1
6.937113410E-1,-9.337386489E-1,2.252943754E0,1.044380665E1
6.957238410E-1,-1.046266198E0,2.195482969E0,1.037198067E1
6.977362950E-1,-1.225831270E0,2.082955360E0,1.020199299E1
6.997487950E-1,-1.400607944E0,1.975216389E0,9.979331970E0
7.017612560E-1,-1.455674648E0,1.951274395E0,9.854833603E0
7.037736840E-1,-1.549048543E0,1.884236693E0,9.620202065E0
7.057861500E-1,-1.611297727E0,1.805228114E0,9.433453560E0
7.077985870E-1,-1.632845521E0,1.764526606E0,9.249100685E0
7.098109980E-1,-1.647210717E0,1.733402014E0,9.162909508E0
7.118232750E-1,-1.635239720E0,1.685518026E0,9.012074471E0
7.138354850E-1,-1.599326730E0,1.668758631E0,8.897152901E0
7.158476350E-1,-1.575384736E0,1.663970232E0,8.842085838E0
7.178598730E-1,-1.505952835E0,1.680729628E0,8.734347343E0
7.198721450E-1,-1.441309452E0,1.709460020E0,8.705616951E0
7.218844490E-1,-1.410184860E0,1.738190413E0,8.710405350E0
7.238967820E-1,-1.335964561E0,1.805228114E0,8.731952667E0
7.259091820E-1,-1.252167463E0,1.879448295E0,8.770259857E0
7.279216430E-1,-1.199495077E0,1.924938202E0,8.787019730E0
7.299341240E-1,-1.101332784E0,2.037465572E0,8.834903717E0
7.319466240E-1,-1.003170490E0,2.181117773E0,8.880393028E0
7.339591410E-1,-8.762778044E-1,2.236184359E0,8.937853813E0
7.359716410E-1,-8.116343617E-1,2.348711967E0,8.964190483E0
7.379842070E-1,-6.895300746E-1,2.451662540E0,9.004891396E0
7.399968070E-1,-5.506663918E-1,2.568978310E0,9.002497673E0
7.420094400E-1,-4.860229492E-1,2.612074137E0,8.992920876E0
7.440221400E-1,-3.447650373E-1,2.712630510E0,8.973767281E0
7.460348400E-1,-1.939303428E-1,2.827552319E0,8.899546623E0
7.480475730E-1,-9.576806426E-2,2.892195702E0,8.858845711E0
7.500603060E-1,1.532289088E-1,3.081337690E0,8.758289337E0
7.520730060E-1,2.250549644E-1,3.138798475E0,8.741529465E0
7.540857390E-1,3.016694188E-1,3.193865061E0,8.715193748E0
7.560985050E-1,4.213795066E-1,3.289633036E0,8.672098160E0
7.581113380E-1,4.955997467E-1,3.380612850E0,8.648156166E0
7.601241380E-1,5.386953950E-1,3.414131641E0,8.636184692E0
7.621369380E-1,5.650315881E-1,3.423708439E0,8.629002571E0
7.641497710E-1,5.841852427E-1,3.430891037E0,8.640973091E0
7.661626040E-1,5.219359994E-1,3.416525841E0,8.652944565E0
7.681754700E-1,4.836287498E-1,3.397372246E0,8.662521362E0
7.701883700E-1,4.213795066E-1,3.339911461E0,8.703222275E0
7.722013360E-1,3.232172430E-1,3.272873640E0,8.741529465E0
7.742143360E-1,2.705447972E-1,3.236960649E0,8.770259857E0
7.762274020E-1,1.292868853E-1,3.105279684E0,8.815750122E0
7.782404350E-1,-1.675941236E-2,2.990357876E0,8.889969826E0
7.802534680E-1,-1.125274822E-1,2.935291290E0,8.933065414E0
7.822664680E-1,-2.849099934E-1,2.801215887E0,9.036016464E0
7.842794680E-1,-4.189853072E-1,2.652775526E0,9.177274704E0
7.862924680E-1,-4.932055473E-1,2.573766708E0,9.270648003E0
7.883054680E-1,-6.153098345E-1,2.415749550E0,9.457395554E0
7.903184680E-1,-6.967126727E-1,2.276885748E0,9.615413666E0
7.923313680E-1,-7.972691655E-1,2.138022184E0,9.730335236E0
7.943442680E-1,-8.571242094E-1,2.056619167E0,9.768642426E0
7.963583010E-1,-9.457096457E-1,1.920149803E0,9.828496933E0
7.983711340E-1,-1.048660398E0,1.814804912E0,9.852438927E0
8.003839340E-1,-1.077390790E0,1.769315004E0,9.850045204E0
8.023966670E-1,-1.110909581E0,1.661576033E0,9.842862129E0
8.044093670E-1,-1.161187768E0,1.575384736E0,9.799766541E0
8.064220330E-1,-1.182735682E0,1.561019540E0,9.785401344E0
8.084346660E-1,-1.206677675E0,1.513135433E0,9.735123634E0
8.104472660E-1,-1.216254473E0,1.482010841E0,9.689633369E0
8.124598990E-1,-1.213860273E0,1.479616642E0,9.672874451E0
8.144724650E-1,-1.204283476E0,1.470039845E0,9.660902977E0
8.164849980E-1,-1.201889277E0,1.493981838E0,9.644144058E0
8.184974980E-1,-1.170764685E0,1.534683347E0,9.615413666E0
8.205099980E-1,-1.168370485E0,1.558625340E0,9.584288597E0
8.225225310E-1,-1.156399369E0,1.589749932E0,9.517251015E0
8.245350310E-1,-1.098938584E0,1.637633920E0,9.409511566E0
8.265474970E-1,-1.082179189E0,1.673547029E0,9.352050781E0
8.285599300E-1,-1.051054597E0,1.726219416E0,9.292196274E0
8.305723300E-1,-9.744400978E-1,1.793257117E0,9.232340813E0
8.335103300E-1,-8.954314590E-1,1.872265697E0,9.186851501E0
8.355243150E-1,-8.092401624E-1,1.968033791E0,9.148544312E0
8.375373150E-1,-7.110779285E-1,2.013523579E0,9.112630844E0
8.395513150E-1,-6.560112834E-1,2.106897593E0,9.103054047E0
