"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.494186380E-1,-1.616086125E0,1.580173075E-1,1.285476780E1
1.514293710E-1,-1.628057122E0,3.088520169E-1,1.170794582E1
1.534401040E-1,-1.515529633E0,4.548983276E-1,1.118840408E1
1.554508370E-1,-1.374271750E0,7.182605267E-1,1.030254936E1
1.574615700E-1,-1.398213744E0,9.050082564E-1,9.543587685E0
1.603945700E-1,-1.620874524E0,9.864110947E-1,8.870816231E0
1.623208660E-1,-1.891419291E0,9.768342972E-1,8.272266388E0
1.643308660E-1,-1.989581585E0,9.816226959E-1,7.664138794E0
1.663418660E-1,-1.956062794E0,1.005564690E0,7.340921879E0
1.683528660E-1,-1.766920805E0,1.065419793E0,6.771101475E0
1.703638660E-1,-1.515529633E0,1.175553083E0,6.299443722E0
1.723748660E-1,-1.388636947E0,1.237802267E0,6.112696171E0
1.743856660E-1,-1.108515382E0,1.407790542E0,5.906795025E0
1.763966660E-1,-8.331822157E-1,1.589749932E0,5.887641430E0
1.784078080E-1,-5.770025849E-1,1.771709204E0,6.016928196E0
1.804189330E-1,-4.644751251E-1,1.860294700E0,6.141426563E0
1.824300440E-1,-2.011129409E-1,2.039859772E0,6.534075737E0
1.844411440E-1,-6.943184882E-2,2.123656988E0,6.759130478E0
1.864521440E-1,1.484405100E-1,2.149993181E0,7.154173851E0
1.884631440E-1,3.423708379E-1,2.039859772E0,7.527669430E0
1.904740670E-1,4.477157295E-1,2.037465572E0,7.723993778E0
1.924849240E-1,7.206547260E-1,2.140416384E0,8.154950142E0
1.944957240E-1,1.072602391E0,2.250549555E0,8.547599792E0
1.965064110E-1,1.376665950E0,2.420537949E0,8.899546623E0
1.985169990E-1,1.455674648E0,2.516305923E0,9.091083527E0
2.005274430E-1,1.386242747E0,2.782062292E0,9.471760750E0
2.025378110E-1,1.096544385E0,3.055001259E0,9.763854027E0
2.045481110E-1,9.074024558E-1,3.201047659E0,9.871592522E0
2.065628250E-1,5.793967843E-1,3.447650433E0,1.002003384E1
2.085773700E-1,3.758896589E-1,3.641580820E0,1.010622501E1
2.105918040E-1,3.303998411E-1,3.718195200E0,1.008707142E1
2.126060540E-1,3.687070608E-1,3.835511208E0,1.001524544E1
2.146200940E-1,4.908113480E-1,3.907337189E0,9.902717590E0
2.166340170E-1,5.650315881E-1,3.919308186E0,9.620202065E0
2.186477940E-1,5.674257874E-1,3.902548790E0,9.438241959E0
2.206614360E-1,5.530605912E-1,3.845088005E0,9.021651268E0
2.226749870E-1,4.357447028E-1,3.785232782E0,8.542811394E0
2.246884200E-1,3.519476354E-1,3.787626982E0,8.267477989E0
2.267018860E-1,1.221042871E-1,3.801992416E0,7.707234383E0
2.287153190E-1,-7.422025502E-2,3.890577793E0,7.154173851E0
2.307287850E-1,-1.771709323E-1,3.924096584E0,6.897994518E0
2.327422850E-1,-4.070142806E-1,3.933673382E0,6.373664379E0
2.347558180E-1,-6.153098345E-1,3.933673382E0,5.940313816E0
2.367693840E-1,-6.679822803E-1,3.955221176E0,5.751171589E0
2.387829170E-1,-6.440402865E-1,4.039018154E0,5.356128693E0
2.407963830E-1,-5.506663918E-1,4.055777550E0,5.269937038E0
2.428099160E-1,-4.405331016E-1,4.053383350E0,5.188534260E0
2.448234490E-1,-1.412578970E-1,3.993528366E0,5.052064896E0
2.468370490E-1,2.298433632E-1,3.854664803E0,4.968267918E0
2.488506820E-1,4.884171486E-1,3.646369219E0,4.937143326E0
2.508643480E-1,5.817909837E-1,3.519476414E0,4.965873718E0
2.528780480E-1,7.326257229E-1,3.141192675E0,5.107131481E0
2.548917810E-1,8.667010069E-1,2.674323320E0,5.296273232E0
2.569055470E-1,9.289502501E-1,2.401384354E0,5.406406879E0
2.589193800E-1,1.077390790E0,1.807622313E0,5.696105003E0
2.609333130E-1,1.156399369E0,1.216254473E0,6.043264389E0
2.629473130E-1,1.177947283E0,9.504981041E-1,6.253953934E0
2.649613460E-1,1.165976286E0,5.003881454E-1,6.720823288E0
2.669723790E-1,1.055842996E0,2.154781520E-1,7.125443459E0
2.689834450E-1,9.313444495E-1,1.077390760E-1,7.295432091E0
2.709945110E-1,6.607996821E-1,1.197100803E-2,7.609072208E0
2.730056110E-1,4.094084799E-1,1.029506698E-1,7.884405613E0
2.750167770E-1,2.178723514E-1,1.867477298E-1,7.992144585E0
2.770279770E-1,1.125274822E-1,4.501099288E-1,8.085518837E0
2.790392770E-1,-1.628057212E-1,8.643068075E-1,8.013691902E0
2.810505430E-1,-5.219359994E-1,1.338358760E0,7.707234383E0
2.830617760E-1,-7.445967197E-1,1.558625340E0,7.470208645E0
2.850730420E-1,-1.216254473E0,2.044648170E0,6.967426300E0
2.870935080E-1,-1.551442742E0,2.633621931E0,6.445490360E0
2.891140740E-1,-1.687912226E0,3.229778051E0,5.892429829E0
2.911346740E-1,-1.671152830E0,3.495534420E0,5.626673222E0
2.931553070E-1,-1.513135433E0,3.957615376E0,5.147832870E0
2.951759730E-1,-1.177947283E0,4.398148537E0,4.671087742E0
2.971966060E-1,-9.097966552E-1,4.680664539E0,4.431667328E0
2.992172720E-1,-7.182605099E-3,5.439925671E0,3.842693806E0
3.012380050E-1,2.992752194E-1,5.672163010E0,3.739742994E0
3.032586710E-1,5.746083856E-1,5.897218227E0,3.655946016E0
3.052793370E-1,1.151610970E0,6.423942566E0,3.519476414E0
3.073000370E-1,1.714248419E0,6.936301708E0,3.445256233E0
3.093207370E-1,2.193088770E0,7.192481041E0,3.462015629E0
3.113414370E-1,2.379836559E0,7.652167797E0,3.617638826E0
3.133621370E-1,2.691082716E0,8.068758965E0,3.742137194E0
3.153828370E-1,2.863465309E0,8.475772858E0,3.768473387E0
3.174036030E-1,2.923320293E0,8.648156166E0,3.754108191E0
3.194243690E-1,3.031059265E0,8.830115318E0,3.749319792E0
3.223573690E-1,3.088520288E0,8.880393028E0,3.787626982E0
3.244928660E-1,3.057395458E0,8.808567047E0,3.770867586E0
3.265048660E-1,2.980781078E0,8.609848976E0,3.632004023E0
3.285168660E-1,2.935291290E0,8.475772858E0,3.529053211E0
3.305283660E-1,2.784456491E0,8.121431351E0,3.277662039E0
3.325396990E-1,2.485181332E0,7.671321392E0,3.040636063E0
3.345509490E-1,2.116474390E0,7.410353661E0,2.889801502E0
3.365621490E-1,1.927332401E0,6.823774338E0,2.825158119E0
3.385734820E-1,1.608903527E0,6.222829342E0,2.760514498E0
3.405849100E-1,1.388636947E0,5.605125427E0,2.767697096E0
3.425964100E-1,1.312022567E0,5.308244228E0,2.808398485E0
3.446079650E-1,1.209071875E0,4.730942726E0,2.990357876E0
3.466194650E-1,1.139639974E0,4.189853191E0,3.303998232E0
3.486310100E-1,1.130063176E0,3.926490784E0,3.509899616E0
3.506426760E-1,1.134851575E0,3.471592426E0,4.077325344E0
3.526544450E-1,1.261744261E0,3.033453465E0,5.145438671E0
3.546662300E-1,1.359906554E0,2.817975283E0,5.777507782E0
3.566779630E-1,1.580173135E0,2.444479942E0,6.974608898E0
3.586895880E-1,1.836352706E0,2.152387381E0,8.123826027E0
3.607011760E-1,2.085349798E0,1.798045516E0,9.299378395E0
3.627126200E-1,2.217030764E0,1.606509328E0,9.881169319E0
3.647239350E-1,2.542642117E0,1.225831270E0,1.102559853E1
3.667351850E-1,2.944868088E0,8.882488012E-1,1.207665253E1
3.687482320E-1,3.167528868E0,7.422025204E-1,1.256028175E1
3.707593680E-1,3.560178041E0,5.099649429E-1,1.343177128E1
3.727704980E-1,3.967192173E0,3.399766386E-1,1.417636776E1
3.747815810E-1,4.187458992E0,2.418143749E-1,1.445170116E1
3.767926210E-1,4.613626480E0,8.858546615E-2,1.481352425E1
3.788036590E-1,4.999392509E0,-3.112462163E-2,1.506491566E1
3.808146960E-1,5.155015469E0,-6.943184882E-2,1.515110683E1
3.828257310E-1,5.392041683E0,-5.746084079E-2,1.531870079E1
3.848367650E-1,5.497386456E0,-1.867477298E-1,1.558445740E1
3.868477980E-1,5.523722649E0,-2.489969730E-1,1.572092724E1
3.888587980E-1,5.669768810E0,-3.734954596E-1,1.608484650E1
3.908697980E-1,5.904400826E0,-5.195417404E-1,1.667142487E1
3.928808310E-1,6.167762756E0,-6.009446383E-1,1.720293808E1
3.948918970E-1,6.301837921E0,-7.685387731E-1,1.740883827E1
3.969029630E-1,6.584353924E0,-9.768342972E-1,1.770572090E1
3.989140290E-1,6.888417721E0,-1.278503656E0,1.790683365E1
4.009250950E-1,7.041646481E0,-1.458068848E0,1.802175522E1
4.029643610E-1,7.472602844E0,-2.047042370E0,1.842398071E1
4.050036610E-1,7.585130215E0,-2.248155355E0,1.858439255E1
4.070429610E-1,7.738358974E0,-2.645592928E0,1.890282059E1
4.090821940E-1,7.831733227E0,-3.050212860E0,1.915660667E1
4.111212940E-1,7.838915825E0,-3.246537447E0,1.928349876E1
4.131602940E-1,7.822156429E0,-3.620033026E0,1.954925537E1
4.151992600E-1,7.704840183E0,-4.010287762E0,1.978628159E1
4.172382600E-1,7.570765018E0,-4.242525578E0,1.981261826E1
4.192772260E-1,7.489362240E0,-4.675876141E0,1.975994492E1
4.213161920E-1,7.305008888E0,-5.011363506E0,2.003049088E1
4.233552250E-1,7.211634636E0,-5.059247494E0,2.015977669E1
4.253942910E-1,7.027281284E0,-5.049670696E0,2.031300545E1
4.274333570E-1,6.359299183E0,-4.790797710E0,2.075353813E1
4.294711570E-1,5.921160221E0,-4.707000732E0,2.107915115E1
4.315102900E-1,5.834969044E0,-4.730942726E0,2.112703514E1
4.335494230E-1,5.595548630E0,-4.812345505E0,2.110309219E1
4.355885890E-1,4.996998310E0,-4.860229492E0,2.136645508E1
4.376277550E-1,4.721365929E0,-4.862623692E0,2.143828011E1
4.396669210E-1,4.474762917E0,-4.872200489E0,2.101450729E1
4.417060540E-1,4.577713490E0,-4.941931725E0,2.019569016E1
4.437451200E-1,4.675876141E0,-4.994604111E0,1.980543518E1
4.457841530E-1,4.639962673E0,-5.111919880E0,1.934095955E1
4.478230860E-1,4.407725334E0,-5.284302235E0,1.885254288E1
4.498680190E-1,4.144362926E0,-5.301061630E0,1.851735497E1
4.519129520E-1,4.043806553E0,-5.250783443E0,1.845031738E1
4.539578180E-1,3.847482204E0,-5.018546104E0,1.838088417E1
4.560026180E-1,3.569754839E0,-4.515464306E0,1.787331390E1
4.580474180E-1,3.433285236E0,-4.259284973E0,1.757643318E1
4.600921840E-1,3.234566450E0,-3.778050184E0,1.733222389E1
4.621368840E-1,3.292027235E0,-3.392583847E0,1.730588913E1
4.641533170E-1,3.399766445E0,-3.239354849E0,1.732504272E1
4.661696500E-1,3.632004023E0,-3.033453465E0,1.729870605E1
4.681859500E-1,3.794809580E0,-2.918531895E0,1.711914062E1
4.702022830E-1,3.864241600E0,-2.861071110E0,1.701618958E1
4.722186830E-1,3.885789394E0,-2.844311714E0,1.702816010E1
4.742351160E-1,3.902548790E0,-2.794033289E0,1.707365036E1
4.762514820E-1,3.924096584E0,-2.710236311E0,1.700900650E1
4.782678150E-1,3.938461781E0,-2.674323320E0,1.693239212E1
4.802842810E-1,3.995922565E0,-2.576161146E0,1.674085617E1
4.823007470E-1,4.015076160E0,-2.475604534E0,1.652058983E1
4.843171800E-1,4.003105164E0,-2.422932148E0,1.640088081E1
4.863336800E-1,3.962403774E0,-2.334346771E0,1.612794113E1
4.883502130E-1,3.892971992E0,-2.229001760E0,1.584063721E1
4.903667460E-1,3.857059002E0,-2.164358377E0,1.570177364E1
4.923832460E-1,3.806780815E0,-2.044648170E0,1.548150635E1
4.943997790E-1,3.775655985E0,-1.915361404E0,1.526124001E1
4.964163450E-1,3.732560396E0,-1.848323703E0,1.508406925E1
4.984329780E-1,3.703830004E0,-1.704671621E0,1.501463699E1
5.004496440E-1,3.636792421E0,-1.570596337E0,1.488774490E1
5.024663770E-1,3.514688015E0,-1.455674648E0,1.478958225E1
5.044832100E-1,3.438073635E0,-1.400607944E0,1.474409294E1
5.065001100E-1,3.270479441E0,-1.335964561E0,1.463844872E1
5.085171100E-1,3.114856482E0,-1.209071875E0,1.456422806E1
5.105281430E-1,3.047818661E0,-1.142034173E0,1.452352715E1
5.125391760E-1,2.944868088E0,-1.029506683E0,1.436072063E1
5.145502420E-1,2.834734917E0,-9.289502501E-1,1.406862831E1
5.165614420E-1,2.762908697E0,-9.002198577E-1,1.392737103E1
5.185726420E-1,2.655169725E0,-8.451532125E-1,1.367119122E1
5.205838750E-1,2.619256735E0,-8.068459630E-1,1.334797382E1
5.225951750E-1,2.602497339E0,-7.876923680E-1,1.292898846E1
5.246064410E-1,2.638410330E0,-7.517793179E-1,1.267520332E1
5.266177410E-1,2.729389906E0,-7.398083210E-1,1.210777760E1
5.286290070E-1,2.815581083E0,-6.679822803E-1,1.152119827E1
5.306464400E-1,2.853888512E0,-6.368576288E-1,1.121713448E1
5.326639060E-1,2.918531895E0,-5.602431893E-1,1.061379528E1
5.346813720E-1,2.940079689E0,-4.453215301E-1,1.015171432E1
5.366989050E-1,2.961627483E0,-3.711012602E-1,9.960178375E0
5.387164380E-1,3.023876667E0,-2.082955539E-1,9.653720856E0
5.407339040E-1,3.074155092E0,-2.633621916E-2,9.462183952E0
5.427513370E-1,3.143586874E0,1.699883193E-1,9.347262383E0
5.447688370E-1,3.174711466E0,2.753331959E-1,9.308955193E0
5.467863370E-1,3.296815634E0,4.644751251E-1,9.241917610E0
5.488038370E-1,3.447650433E0,6.224924326E-1,9.158121109E0
5.508213370E-1,3.517082214E0,6.631938815E-1,9.119813919E0
5.528388700E-1,3.639186621E0,7.565677166E-1,9.043199539E0
5.548564030E-1,3.725377798E0,8.451532125E-1,9.002497673E0
5.568739030E-1,3.746925592E0,8.762778044E-1,9.004891396E0
5.588913690E-1,3.782838583E0,9.217676520E-1,9.012074471E0
5.609088350E-1,3.806780815E0,9.744400978E-1,9.002497673E0
5.629262680E-1,3.813963413E0,9.959878922E-1,9.007286072E0
5.649719680E-1,3.845088005E0,1.043871999E0,8.997709274E0
5.670177010E-1,3.804386616E0,1.048660398E0,8.990526199E0
5.690634670E-1,3.782838583E0,1.027112484E0,8.978555679E0
5.711092670E-1,3.770867586E0,9.696516991E-1,8.949825287E0
5.731550670E-1,3.751713991E0,9.385270476E-1,8.887576103E0
5.752009000E-1,3.742137194E0,9.145850539E-1,8.851662636E0
5.772466660E-1,3.687070608E0,8.259995580E-1,8.751106262E0
5.792924320E-1,3.627215624E0,7.637503147E-1,8.636184692E0
5.813381980E-1,3.574543238E0,7.398083210E-1,8.561964989E0
5.833839310E-1,3.450044632E0,6.679822803E-1,8.432677269E0
5.854297310E-1,3.423708439E0,6.871358752E-1,8.324938774E0
5.874755640E-1,3.414131641E0,7.254431248E-1,8.274660110E0
5.895214640E-1,3.383007050E0,7.805097699E-1,8.248324394E0
5.915612300E-1,3.414131641E0,8.044517636E-1,8.269871712E0
5.936009630E-1,3.497928619E0,8.355764151E-1,8.317755699E0
5.956406630E-1,3.552995205E0,9.050082564E-1,8.339303970E0
5.976803630E-1,3.734954596E0,1.000776291E0,8.401553154E0
5.997200630E-1,4.027047157E0,1.125274777E0,8.502109528E0
6.017597960E-1,4.209006786E0,1.173158884E0,8.533234596E0
6.037995960E-1,4.690241337E0,1.484405041E0,8.399158478E0
6.058392960E-1,4.769249916E0,1.671152830E0,8.233959198E0
6.078789290E-1,4.797980309E0,1.884236693E0,8.011298180E0
6.099185290E-1,4.711789131E0,2.408566952E0,7.422324657E0
6.119580950E-1,4.390965939E0,2.978386879E0,6.684910297E0
6.139977280E-1,4.168305397E0,3.253720045E0,6.304232121E0
6.160373280E-1,3.648763418E0,3.761290789E0,5.578789234E0
6.180769940E-1,3.126827478E0,4.163516521E0,4.944325924E0
6.201166600E-1,2.868253708E0,4.316745758E0,4.649539471E0
6.221562930E-1,2.382230759E0,4.596867085E0,4.151545525E0
6.241959260E-1,1.941697598E0,4.812345505E0,3.761290789E0
6.262072920E-1,1.546654344E0,4.893748283E0,3.462015629E0
6.282185920E-1,1.376665950E0,4.989815712E0,3.347094059E0
6.302298580E-1,1.072602391E0,5.004180908E0,3.131615877E0
6.322410910E-1,7.948749661E-1,4.941931725E0,2.944868088E0
6.342523570E-1,6.679822803E-1,4.898836136E0,2.873042107E0
6.362635900E-1,4.118026793E-1,4.762067318E0,2.719813108E0
6.382748230E-1,1.891419291E-1,4.556165695E0,2.561795712E0
6.402860560E-1,8.619125932E-2,4.467580318E0,2.499546528E0
6.422972560E-1,-1.316810995E-1,4.259284973E0,2.353500366E0
6.443084560E-1,-3.663128614E-1,4.079719543E0,2.250549555E0
6.472404560E-1,-6.368576288E-1,3.957615376E0,2.243366957E0
6.492498660E-1,-8.307880163E-1,3.924096584E0,2.279279947E0
6.512608660E-1,-1.082179189E0,3.912125587E0,2.387019157E0
6.532718660E-1,-1.216254473E0,3.914519787E0,2.446874142E0
6.552833660E-1,-1.482010841E0,3.888183594E0,2.585737944E0
6.572950320E-1,-1.769315004E0,3.811569214E0,2.681505919E0
6.593062820E-1,-1.910573006E0,3.761290789E0,2.693476915E0
6.613176820E-1,-2.185906172E0,3.655946016E0,2.549824715E0
6.633290150E-1,-2.403778553E0,3.538630009E0,2.128445387E0
6.653404430E-1,-2.640804529E0,3.428496838E0,1.417367458E0
6.673579430E-1,-2.774879694E0,3.356670856E0,9.983820915E-1
6.693748310E-1,-3.069366693E0,3.201047659E0,7.422025502E-2
6.713912310E-1,-3.394978046E0,3.114856482E0,-8.762778044E-1
6.734072310E-1,-3.576937437E0,2.942473888E0,-1.335964561E0
6.754228140E-1,-3.979163170E0,2.734178305E0,-2.243366957E0
6.774380440E-1,-4.450820923E0,2.545036316E0,-3.148375273E0
6.794529720E-1,-4.704606533E0,2.463633537E0,-3.586514235E0
6.814677050E-1,-5.245995045E0,2.291250944E0,-4.467580318E0
6.834822050E-1,-5.866093636E0,2.142810583E0,-5.348946095E0
6.854964400E-1,-6.184522152E0,2.070984364E0,-5.808632374E0
6.875103840E-1,-6.778284073E0,1.970427990E0,-6.775889874E0
6.895241200E-1,-7.314585686E0,1.886630893E0,-7.678503990E0
6.915376700E-1,-7.542034626E0,1.848323703E0,-8.142979622E0
6.935595270E-1,-7.922712803E0,1.769315004E0,-9.057564735E0
6.955809810E-1,-8.231564522E0,1.685518026E0,-9.823708534E0
6.976020240E-1,-8.482955933E0,1.599326730E0,-1.039831734E1
6.996227320E-1,-8.585906982E0,1.563413739E0,-1.061140156E1
7.016430520E-1,-8.767866135E0,1.508347034E0,-1.088194561E1
7.036630520E-1,-8.892364502E0,1.448492050E0,-1.092504120E1
7.056827920E-1,-8.966584206E0,1.412579060E0,-1.088673401E1
7.077022200E-1,-9.184456825E0,1.343147159E0,-1.073350525E1
7.097213920E-1,-9.498097420E0,1.295263171E0,-1.049647999E1
7.117403250E-1,-9.689633369E0,1.273715258E0,-1.036479855E1
7.137592250E-1,-1.010622501E1,1.209071875E0,-1.006312943E1
7.157780910E-1,-1.057788277E1,1.120486379E0,-9.723152161E0
7.177969240E-1,-1.103517532E1,1.070208192E0,-9.318531990E0
7.198157900E-1,-1.128656578E1,9.193734527E-1,-9.095871925E0
7.218345900E-1,-1.181329060E1,7.182605267E-1,-8.650549889E0
7.238533900E-1,-1.233762074E1,4.548983276E-1,-8.224382401E0
7.258721230E-1,-1.290265179E1,8.379705995E-2,-7.858069420E0
7.278911560E-1,-1.319235039E1,-1.125274822E-1,-7.714416981E0
7.299081560E-1,-1.381723690E1,-5.243301988E-1,-7.534852028E0
7.319251560E-1,-1.413327217E1,-7.469909191E-1,-7.496544838E0
7.339421220E-1,-1.476324654E1,-1.209071875E0,-7.491756439E0
7.359590880E-1,-1.539052677E1,-1.771709204E0,-7.237970829E0
7.379760540E-1,-1.569937897E1,-2.121262789E0,-6.888417721E0
7.399930200E-1,-1.629553604E1,-2.923320293E0,-6.105513573E0
7.420100200E-1,-1.684859657E1,-3.617638826E0,-5.973832607E0
7.440270530E-1,-1.720533180E1,-3.818751812E0,-6.498162746E0
7.460441530E-1,-1.820610809E1,-3.888183594E0,-8.573935509E0
7.480613530E-1,-1.932898903E1,-3.773261786E0,-1.086039829E1
7.500786190E-1,-2.022442055E1,-3.866635799E0,-1.264647293E1
7.520959520E-1,-2.048299408E1,-4.017470360E0,-1.332403183E1
7.541073850E-1,-2.064101219E1,-4.431667328E0,-1.435593224E1
7.561187850E-1,-2.039919662E1,-4.788403511E0,-1.511998272E1
7.581301850E-1,-2.018371964E1,-4.934749126E0,-1.545995903E1
7.601415180E-1,-1.959713936E1,-5.123890877E0,-1.611836433E1
7.621529180E-1,-1.868494797E1,-5.296273232E0,-1.651340675E1
7.641643180E-1,-1.818695450E1,-5.368099689E0,-1.648707199E1
7.661756840E-1,-1.704252625E1,-5.602731228E0,-1.611597061E1
7.681869840E-1,-1.592443371E1,-5.921160221E0,-1.517026043E1
7.701982500E-1,-1.541207504E1,-6.048052788E0,-1.467914963E1
7.722094500E-1,-1.438705730E1,-6.280290127E0,-1.385075569E1
7.742301830E-1,-1.329290676E1,-6.562806129E0,-1.302475643E1
7.762509830E-1,-1.208862400E1,-6.948272705E0,-1.196173096E1
7.782717830E-1,-1.140388203E1,-7.182904243E0,-1.134642124E1
7.802926160E-1,-9.888352394E0,-7.683292389E0,-9.952995300E0
7.823135490E-1,-8.166921616E0,-8.162133217E0,-8.423100471E0
7.843345150E-1,-6.306626320E0,-8.377611160E0,-6.787860870E0
7.863555480E-1,-4.383783340E0,-8.846874237E0,-5.054459095E0
7.883746810E-1,-3.406949043E0,-8.930671692E0,-4.151545525E0
7.903958810E-1,-1.431732655E0,-8.976161003E0,-2.240972757E0
7.924170140E-1,-4.429273009E-1,-8.949825287E0,-1.268926859E0
7.944381470E-1,1.486799240E0,-8.863634109E0,5.482721925E-1
7.964593130E-1,3.157952070E0,-8.655338287E0,2.619256735E0
7.984804460E-1,4.000710964E0,-8.490138054E0,3.797203779E0
8.005016120E-1,5.887641430E0,-8.111854553E0,6.148609161E0
8.025227780E-1,8.162133217E0,-7.733570576E0,8.250718117E0
8.045439440E-1,9.433453560E0,-7.570765018E0,9.213187218E0
8.065651440E-1,1.223227596E1,-7.281066418E0,1.109263611E1
8.086145770E-1,1.689408493E1,-6.988974094E0,1.384836197E1
8.106640430E-1,1.848862457E1,-6.507739544E0,1.475127506E1
8.127134760E-1,2.162502861E1,-5.842151642E0,1.646791840E1
8.147629420E-1,2.443103218E1,-5.064035892E0,1.799541855E1
8.168124080E-1,2.572898865E1,-4.656722069E0,1.867297745E1
8.188618740E-1,2.802742386E1,-3.840299606E0,1.988204956E1
8.209113070E-1,3.003855324E1,-2.853888512E0,2.109590912E1
8.229607400E-1,3.095074272E1,-2.317587137E0,2.174473763E1
8.250101060E-1,3.259316635E1,-1.185129881E0,2.315731812E1
8.270594720E-1,3.399137878E1,1.077390760E-1,2.475933838E1
8.291089050E-1,3.460938263E1,8.259995580E-1,2.561885643E1
8.311583050E-1,3.564367676E1,2.300827742E0,2.734746933E1
8.332077050E-1,3.625659180E1,3.749319792E0,2.898270988E1
