"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.617378570E0,2.115815926E1,-1.086997509E1,-4.788403399E-3,2.378705708E1
1.619389903E0,2.361461067E1,-1.005115795E1,3.064578176E-1,2.566650599E1
1.621402903E0,2.617670441E1,-9.170091629E0,7.158663273E-1,2.774568252E1
1.623415903E0,2.752942848E1,-8.717587471E0,9.528923035E-1,2.889245174E1
1.625428903E0,3.039049911E1,-7.697657585E0,1.491587639E0,3.138568467E1
1.627441869E0,3.350535583E1,-6.400000572E0,2.097320795E0,3.417554142E1
1.629454802E0,3.510258865E1,-5.612308025E0,2.408566952E0,3.562991617E1
1.631467735E0,3.835391235E1,-3.763684988E0,3.078943491E0,3.866093391E1
1.633480701E0,4.153820419E1,-1.505952835E0,3.809175014E0,4.173967077E1
1.635493601E0,4.308485794E1,-2.873041928E-1,4.187458992E0,4.328882466E1
1.637506401E0,4.611861038E1,2.243366957E0,5.016151905E0,4.644481348E1
1.639520001E0,4.898686218E1,4.695029736E0,5.894824028E0,4.956314075E1
1.641532801E0,5.167794418E1,6.900388718E0,6.847716331E0,5.258437504E1
1.643545567E0,5.292293167E1,7.891588211E0,7.374440670E0,5.401385226E1
1.645558333E0,5.515462494E1,9.756670952E0,8.585906982E0,5.666518401E1
1.647571066E0,5.700534439E1,1.137515163E1,1.003200436E1,5.898851138E1
1.649583766E0,5.767093277E1,1.210777760E1,1.085560989E1,5.991977162E1
1.651596466E0,5.845144272E1,1.345810699E1,1.275421143E1,6.132178821E1
1.653609166E0,5.859270096E1,1.456901646E1,1.480873585E1,6.216638564E1
1.655622966E0,5.852566147E1,1.499308968E1,1.581190681E1,6.245047786E1
1.657636766E0,5.820005035E1,1.558924580E1,1.762910652E1,6.277782923E1
1.659650499E0,5.762065506E1,1.581908894E1,1.917336655E1,6.275349750E1
1.661664199E0,5.723040009E1,1.582387733E1,1.977909851E1,6.258535392E1
1.663677899E0,5.620328522E1,1.564431286E1,2.072959709E1,6.191340719E1
1.665691565E0,5.487689972E1,1.528518200E1,2.135448265E1,6.083687073E1
1.667705198E0,5.326769638E1,1.481113052E1,2.167051888E1,5.938373896E1
1.669718831E0,5.239141846E1,1.453549767E1,2.173276711E1,5.855300664E1
1.671732497E0,5.063167953E1,1.393215942E1,2.172558403E1,5.683021239E1
1.673746130E0,4.886236572E1,1.328093624E1,2.157953835E1,5.504171624E1
1.676679130E0,4.713375092E1,1.266083813E1,2.133772469E1,5.326524000E1
1.678684096E0,4.545302200E1,1.207186413E1,2.106239128E1,5.152990820E1
1.680696096E0,4.465335846E1,1.180610752E1,2.089479637E1,5.069417237E1
1.682710096E0,4.313513565E1,1.133684444E1,2.047102356E1,4.907368720E1
1.684723596E0,4.172974014E1,1.097292614E1,1.992514420E1,4.752670504E1
1.686736929E0,4.047039032E1,1.070477486E1,1.925716209E1,4.607909493E1
1.688750179E0,3.987662506E1,1.060421848E1,1.887648392E1,4.537528315E1
1.690763579E0,3.878726578E1,1.044380665E1,1.804090881E1,4.403407175E1
1.692777079E0,3.776972961E1,1.031691456E1,1.715505409E1,4.274677862E1
1.694790793E0,3.729807281E1,1.025466537E1,1.670973206E1,4.213691426E1
1.696804418E0,3.642418671E1,1.013016701E1,1.579275322E1,4.097258492E1
1.698818084E0,3.563649368E1,9.981725693E0,1.486859131E1,3.988319868E1
1.700831684E0,3.527018356E1,9.893140793E0,1.440860558E1,3.936328236E1
1.702845411E0,3.463332367E1,9.715970039E0,1.348444366E1,3.841480708E1
1.704858994E0,3.404405212E1,9.531616211E0,1.253633976E1,3.751011873E1
1.706872455E0,3.375435257E1,9.445425034E0,1.207186413E1,3.707158312E1
1.708885955E0,3.317495728E1,9.280224800E0,1.115967369E1,3.621102980E1
1.710899355E0,3.252612686E1,9.081506729E0,1.027621269E1,3.529905438E1
1.712912730E0,3.181983757E1,8.985737801E0,9.397541046E0,3.437381743E1
1.714926024E0,3.101778030E1,8.542811394E0,8.600272179E0,3.330235732E1
1.716939135E0,3.060597801E1,8.334515572E0,8.219594002E0,3.276815169E1
1.718952082E0,2.976321983E1,7.838915825E0,7.554005623E0,3.169165280E1
1.720964982E0,2.932986832E1,7.570765018E0,7.242759228E0,3.114506734E1
1.722997029E0,2.842964935E1,6.945878506E0,6.670545101E0,3.001643487E1
1.725028256E0,2.755097771E1,6.294655323E0,6.162974358E0,2.892509829E1
1.727058647E0,2.671540070E1,5.626673222E0,5.736806393E0,2.789772452E1
1.729088272E0,2.630120277E1,5.289090633E0,5.542876244E0,2.739436482E1
1.731117232E0,2.547520447E1,4.604049683E0,5.183745861E0,2.640179042E1
1.733145501E0,2.464441681E1,3.938461781E0,4.845864296E0,2.542324058E1
1.735173204E0,2.421076584E1,3.598485231E0,4.687847137E0,2.492160086E1
1.737200346E0,2.328899765E1,2.896984100E0,4.410119534E0,2.387926051E1
1.739227035E0,2.230258751E1,2.183511972E0,4.218583584E0,2.280284152E1
1.741253235E0,2.127068710E1,1.814804912E0,4.110844135E0,2.174016298E1
1.743279435E0,2.075832748E1,1.070208192E0,4.070142746E0,2.118064134E1
1.745305635E0,1.973600388E1,3.519476354E-1,3.991134167E0,2.013859151E1
1.747331835E0,1.870649719E1,-3.567360640E-1,3.931279182E0,1.911845323E1
1.749358068E0,1.819892502E1,-7.110779285E-1,3.907337189E0,1.862723242E1
1.751384268E0,1.721730232E1,-1.426944256E0,3.881000996E0,1.770688674E1
1.753410434E0,1.627398682E1,-2.106897593E0,3.830722809E0,1.685099705E1
1.755436500E0,1.582387733E1,-2.430114746E0,3.804386616E0,1.645520918E1
1.757490833E0,1.451395035E1,-3.327940464E0,3.670311213E0,1.533626835E1
1.759545166E0,1.408059978E1,-3.612850428E0,3.615244627E0,1.497951842E1
1.761599499E0,1.319474506E1,-4.204218388E0,3.490746021E0,1.428152854E1
1.763653765E0,1.236635113E1,-4.728548527E0,3.347094059E0,1.365609205E1
1.765708065E0,1.153795719E1,-5.231629848E0,3.153163671E0,1.305514642E1
1.767762365E0,1.110700130E1,-5.459079266E0,3.040636063E0,1.274411598E1
1.769816565E0,1.022354031E1,-5.861305237E0,2.806004286E0,1.211401401E1
1.771870731E0,9.352050781E0,-6.251559734E0,2.612074137E0,1.154841046E1
1.773924897E0,8.925883293E0,-6.443096161E0,2.537853718E0,1.129714930E1
1.775979097E0,7.714416981E0,-6.996156693E0,2.387019157E0,1.068439508E1
1.778033363E0,7.328950882E0,-7.178115845E0,2.346317768E0,1.052350109E1
1.780087729E0,6.933907509E0,-7.345710278E0,2.312798738E0,1.036279744E1
1.782142162E0,6.179733753E0,-7.630620003E0,2.236184359E0,1.007055070E1
1.784183162E0,5.475838661E0,-7.910741806E0,2.138022184E0,9.855748770E0
1.786224128E0,5.140650272E0,-8.035240173E0,2.078166962E0,9.762691626E0
1.788265094E0,4.493916512E0,-8.233959198E0,1.936909199E0,9.578360347E0
1.790306094E0,3.869029999E0,-8.418312073E0,1.812410712E0,9.440455703E0
1.792347060E0,3.294421434E0,-8.514080048E0,1.757344007E0,9.296829008E0
1.794388093E0,3.026270866E0,-8.672098160E0,1.625662923E0,9.327721147E0
1.796429126E0,2.444479942E0,-8.779836655E0,1.486799240E0,9.234261522E0
1.798470092E0,1.872265697E0,-8.866027832E0,1.326387763E0,9.158118412E0
1.800510992E0,1.594538331E0,-8.909123421E0,1.233013868E0,9.134295584E0
1.802552558E0,1.031900883E0,-8.983344078E0,1.053448796E0,9.103573179E0
1.804593458E0,4.213795066E-1,-9.069535255E0,8.834604025E-1,9.122199993E0
1.806634358E0,9.097966552E-2,-9.126996040E0,8.092401624E-1,9.163252897E0
1.808675191E0,-6.009446383E-1,-9.251494408E0,6.440402865E-1,9.293334769E0
1.810715957E0,-1.343147159E0,-9.407117844E0,4.836287498E-1,9.514820397E0
1.812756690E0,-1.719036818E0,-9.488520622E0,4.141969085E-1,9.651873925E0
1.814797390E0,-2.492363930E0,-9.689633369E0,2.729389966E-1,1.000876458E1
1.816838090E0,-3.308786631E0,-9.902717590E0,8.619125932E-2,1.044123142E1
1.818850490E0,-3.725377798E0,-1.000806236E1,0.000000000E0,1.067893965E1
1.820862856E0,-4.601655483E0,-1.023311710E1,-1.939303428E-1,1.122183264E1
1.822875189E0,-5.499780655E0,-1.049647999E1,-3.998316824E-1,1.185679319E1
1.824887555E0,-6.416759968E0,-1.076941872E1,-6.009446383E-1,1.255055068E1
1.826899921E0,-6.902782917E0,-1.091785908E1,-7.015010715E-1,1.293600257E1
1.828912321E0,-7.934683800E0,-1.120276928E1,-8.858546019E-1,1.375667056E1
1.830924754E0,-9.014469147E0,-1.146852589E1,-1.089361787E0,1.462786550E1
1.832937254E0,-9.601048470E0,-1.160260105E1,-1.209071875E0,1.510835324E1
1.834949754E0,-1.095855999E1,-1.186117458E1,-1.496376038E0,1.621778779E1
1.836962254E0,-1.242141724E1,-1.207425880E1,-1.924938202E0,1.742942107E1
1.838976520E0,-1.321868706E1,-1.216523838E1,-2.202665567E0,1.809912838E1
1.840988986E0,-1.490450382E1,-1.228015995E1,-2.885013103E0,1.952613283E1
1.843001419E0,-1.665466499E1,-1.232804394E1,-3.756502390E0,2.105872369E1
1.845013852E0,-1.750939560E1,-1.231367874E1,-4.237737179E0,2.182118317E1
1.847026318E0,-1.920927811E1,-1.221791077E1,-5.284302235E0,2.337086988E1
1.849038784E0,-2.080860519E1,-1.206947041E1,-6.397606373E0,2.489175633E1
1.851051217E0,-2.222118378E1,-1.198088455E1,-7.472602844E0,2.632797745E1
1.853063650E0,-2.287240791E1,-1.177498341E1,-7.965808392E0,2.693049166E1
1.855076050E0,-2.414612198E1,-1.151401520E1,-8.868422508E0,2.818255968E1
1.857088450E0,-2.542013741E1,-1.119319248E1,-9.629778862E0,2.939733975E1
1.859100950E0,-2.600671577E1,-1.103517532E1,-9.950601578E0,2.995227590E1
1.861113450E0,-2.705298233E1,-1.078378391E1,-1.042465305E1,3.093262420E1
1.863125250E0,-2.788376999E1,-1.066886234E1,-1.069280434E1,3.171222662E1
1.865137716E0,-2.818065262E1,-1.067843914E1,-1.073589993E1,3.199121429E1
1.867150149E0,-2.858048439E1,-1.076941872E1,-1.061618996E1,3.233462473E1
1.869162615E0,-2.877441406E1,-1.096095467E1,-1.024030018E1,3.244954822E1
1.871175115E0,-2.878638458E1,-1.106869411E1,-9.945813179E0,3.240510957E1
1.873187615E0,-2.870019341E1,-1.131529617E1,-9.158121109E0,3.218086716E1
1.875200115E0,-2.841049576E1,-1.160738945E1,-8.121431351E0,3.174658102E1
1.877212681E0,-2.790292358E1,-1.192102909E1,-6.917148113E0,3.112123097E1
1.879225181E0,-2.756534195E1,-1.208144093E1,-6.299443722E0,3.074885824E1
1.881237614E0,-2.674413109E1,-1.240944672E1,-5.164592266E0,2.993185475E1
1.883251280E0,-2.583672905E1,-1.278294182E1,-4.132391930E0,2.912072857E1
1.885263646E0,-2.540816689E1,-1.295532513E1,-3.660734415E0,2.875441479E1
1.887275979E0,-2.452231216E1,-1.327614784E1,-2.782062292E0,2.802391418E1
1.889288279E0,-2.355714989E1,-1.359936523E1,-1.960851192E0,2.727135829E1
1.891300579E0,-2.302324295E1,-1.374062252E1,-1.577778935E0,2.685821680E1
1.893312845E0,-2.193627357E1,-1.399680233E1,-8.164227605E-1,2.603415295E1
1.895325078E0,-2.083972931E1,-1.423382854E1,-9.337386489E-2,2.523697508E1
1.897337278E0,-1.975755119E1,-1.451873875E1,5.961562395E-1,2.452570093E1
1.899349311E0,-1.924758530E1,-1.467196751E1,9.289502501E-1,2.421980840E1
1.901363177E0,-1.825638580E1,-1.499787807E1,1.541865945E0,2.367718987E1
1.903377043E0,-1.725082207E1,-1.520138550E1,2.099714994E0,2.308856397E1
1.905390943E0,-1.672649193E1,-1.562037086E1,2.358288765E0,2.300723895E1
1.907404776E0,-1.565388966E1,-1.608005714E1,2.865859509E0,2.262356404E1
1.909418609E0,-1.458817005E1,-1.657565689E1,3.330334663E0,2.233065686E1
1.911432509E0,-1.401835060E1,-1.683901978E1,3.538630009E0,2.219433808E1
1.913446375E0,-1.280688381E1,-1.740165710E1,3.883395195E0,2.195255569E1
1.915460275E0,-1.151162148E1,-1.799781227E1,4.132391930E0,2.176040759E1
1.917474175E0,-1.081490803E1,-1.829229927E1,4.218583584E0,2.166487701E1
1.919516375E0,-8.447042465E0,-1.909675217E1,4.335899353E0,2.132694289E1
1.921558641E0,-7.573159218E0,-1.931941223E1,4.321534157E0,2.119594506E1
1.923600974E0,-5.698499203E0,-1.968811989E1,4.204218388E0,2.092296370E1
1.925643274E0,-3.560178041E0,-1.996584702E1,3.933673382E0,2.065874394E1
1.927685574E0,-1.125274777E0,-2.016695976E1,3.505111217E0,2.050020278E1
1.929727840E0,2.250549644E-1,-2.023639107E1,3.229778051E0,2.049374635E1
1.931770140E0,3.184288263E0,-2.026512146E1,2.564189911E0,2.067341069E1
1.933812473E0,6.505345345E0,-2.009034538E1,1.793257117E0,2.119333071E1
1.935854806E0,8.279448509E0,-1.991796303E1,1.379060149E0,2.161426209E1
1.937897106E0,1.202158642E1,-1.933856583E1,4.812345505E-1,2.277565048E1
1.939939472E0,1.591246319E1,-1.834497261E1,-4.118026793E-1,2.428814703E1
1.941981905E0,1.788289070E1,-1.771290207E1,-8.738836050E-1,2.518547899E1
1.944023171E0,2.168727684E1,-1.613991165E1,-1.757344007E0,2.709101295E1
1.946065704E0,2.559251976E1,-1.408778191E1,-2.492363930E0,2.931986604E1
1.948108270E0,2.752942848E1,-1.287631607E1,-2.794033289E0,3.052008470E1
1.950150870E0,3.110397148E1,-1.019241619E1,-3.217807055E0,3.288915736E1
1.952193503E0,3.442981720E1,-7.300220490E0,-3.306392431E0,3.535021588E1
1.954236236E0,3.750876236E1,-5.801449776E0,-3.306392431E0,3.809850790E1
1.956278936E0,3.895964813E1,-2.762908697E0,-3.301604033E0,3.919679115E1
1.958321702E0,4.282867813E1,1.728613615E0,-3.208230257E0,4.298344468E1
1.960362802E0,4.396113586E1,3.162740469E0,-3.100491285E0,4.418367843E1
1.962403835E0,4.501967239E1,4.534617901E0,-2.937685490E0,4.534273545E1
1.964444835E0,4.687278366E1,7.053617477E0,-2.410961151E0,4.746181730E1
1.966498735E0,4.834282303E1,9.115025520E0,-1.685518026E0,4.922350251E1
1.968552701E0,4.940105820E1,1.068083286E1,-7.493851185E-1,5.054805950E1
1.970606701E0,4.977934265E1,1.126741219E1,-1.747767180E-1,5.103888791E1
1.972660701E0,5.018156815E1,1.204552841E1,1.206677675E0,5.162112559E1
1.974714834E0,4.994215012E1,1.248366737E1,2.964021683E0,5.156399649E1
1.976769000E0,4.956147003E1,1.261295414E1,4.007893562E0,5.129804221E1
1.978823233E0,4.853675461E1,1.265844345E1,6.251559734E0,5.054834060E1
1.980849133E0,4.729416275E1,1.244536018E1,8.499714851E0,4.963738483E1
1.982875033E0,4.602284241E1,1.227058315E1,9.569923401E0,4.858243168E1
1.984900966E0,4.540274429E1,1.182765579E1,1.150922680E1,4.830905642E1
1.986926899E0,4.411705780E1,1.128177738E1,1.308221722E1,4.737866289E1
1.988952899E0,4.269460297E1,1.069998646E1,1.427931786E1,4.627329415E1
1.990978999E0,4.193324661E1,1.041507626E1,1.477761173E1,4.566452445E1
1.993005099E0,4.033870697E1,9.950601578E0,1.561079407E1,4.438381060E1
1.995031232E0,3.871783447E1,9.538799286E0,1.624525642E1,4.305772584E1
1.997057465E0,3.789662170E1,9.354445457E0,1.647988892E1,4.237034724E1
1.999083731E0,3.634038925E1,9.055170059E0,1.678874016E1,4.104243891E1
2.001138464E0,3.491823578E1,8.772654533E0,1.695872879E1,3.979750168E1
2.003193264E0,3.367055511E1,8.569147110E0,1.696591187E1,3.866495480E1
2.005248097E0,3.258598328E1,8.420706749E0,1.681268311E1,3.762208024E1
2.007302963E0,3.164027405E1,8.360851288E0,1.653495598E1,3.666627259E1
2.009357929E0,3.123086548E1,8.272266388E0,1.634820747E1,3.620857961E1
2.011412862E0,3.051739311E1,8.226776123E0,1.587654972E1,3.537026942E1
2.013467795E0,2.995236015E1,8.200440407E0,1.527560520E1,3.460831137E1
2.015522661E0,2.970336342E1,8.212410927E0,1.495717621E1,3.425566540E1
2.017577627E0,2.928916740E1,8.253112793E0,1.427452946E1,3.361147705E1
2.019632560E0,2.898031425E1,8.296208382E0,1.353232765E1,3.304254196E1
2.021688360E0,2.887018204E1,8.322544098E0,1.315404320E1,3.279910065E1
2.023744293E0,2.873131752E1,8.368034363E0,1.241662884E1,3.239884685E1
2.025800259E0,2.866427994E1,8.478167534E0,1.170076275E1,3.210028221E1
2.027843392E0,2.866906929E1,8.521263123E0,1.136078644E1,3.199367012E1
2.029886525E0,2.867625237E1,8.638579369E0,1.069519806E1,3.180156859E1
2.031929658E0,2.865470314E1,8.727164268E0,1.004876423E1,3.159482665E1
2.033972791E0,2.854696465E1,8.763077736E0,9.421483040E0,3.131269814E1
2.036015891E0,2.846077347E1,8.798990250E0,9.131784439E0,3.115810236E1
2.038058957E0,2.816868019E1,8.741529465E0,8.590695381E0,3.071952031E1
2.040101957E0,2.777603149E1,8.593089104E0,8.126219749E0,3.018914628E1
2.042144923E0,2.753421783E1,8.492532730E0,7.934683800E0,2.988671061E1
2.044187856E0,2.693327332E1,8.226776123E0,7.621043205E0,2.917466977E1
2.046230722E0,2.625092506E1,7.855675220E0,7.448660851E0,2.839551458E1
2.048273655E0,2.587503624E1,7.640196800E0,7.395988464E0,2.797482355E1
2.050316521E0,2.502509308E1,7.170933247E0,7.379229069E0,2.705791176E1
2.052359354E0,2.412218094E1,6.603507519E0,7.489362240E0,2.610701958E1
2.054402187E0,2.364812851E1,6.306626320E0,7.577947617E0,2.562094471E1
2.056445020E0,2.267129517E1,5.710470200E0,7.798214436E0,2.464567392E1
2.058487820E0,2.171121979E1,5.099948883E0,8.018480301E0,2.369984324E1
2.060530586E0,2.071523094E1,4.515464306E0,8.241141319E0,2.274701345E1
2.062544952E0,2.022442055E1,4.228160381E0,8.351274490E0,2.228560774E1
2.064559285E0,1.930025864E1,3.672705412E0,8.561964989E0,2.143119206E1
2.066573585E0,1.841201019E1,3.162740469E0,8.734347343E0,2.062265429E1
2.068587885E0,1.799062920E1,2.944868088E0,8.798990250E0,2.024246073E1
2.070602085E0,1.718139076E1,2.501940727E0,8.904335022E0,1.951274143E1
2.072616385E0,1.644397545E1,2.106897593E0,8.992920876E0,1.886043403E1
2.074630718E0,1.609681702E1,1.927332401E0,9.007286072E0,1.854597883E1
2.076645018E0,1.545517063E1,1.613691926E0,9.036016464E0,1.797542474E1
2.078659251E0,1.487816811E1,1.323993564E0,9.033622742E0,1.745620763E1
2.080673517E0,1.437987423E1,1.074996591E0,8.988132477E0,1.699184881E1
2.082688750E0,1.415242577E1,9.648633003E-1,8.957007408E0,1.677647454E1
2.084702183E0,1.374301720E1,7.637503147E-1,8.882787704E0,1.638162854E1
2.086715616E0,1.339825153E1,6.775590777E-1,8.839692116E0,1.606587648E1
2.088729049E0,1.324981117E1,5.363011956E-1,8.717587471E0,1.586951311E1
2.090742482E0,1.301517963E1,4.165911078E-1,8.605060577E0,1.560818749E1
2.092755948E0,1.278054810E1,3.112462163E-1,8.461407661E0,1.533084158E1
2.094769414E0,1.267759705E1,2.633621991E-1,8.399158478E0,1.520975640E1
2.096782880E0,1.248845577E1,1.915361285E-1,8.284236908E0,1.498755466E1
2.098796380E0,1.231607246E1,1.508347094E-1,8.171710014E0,1.478124611E1
2.100809913E0,1.222748756E1,1.436520964E-1,8.109460831E0,1.467294936E1
2.102823546E0,1.209820080E1,1.675941199E-1,7.929895401E0,1.446643672E1
2.104837212E0,1.201679802E1,2.178723514E-1,7.774271965E0,1.431398643E1
2.106850912E0,1.198806763E1,2.513911724E-1,7.692869186E0,1.424630476E1
2.108864578E0,1.196173096E1,3.327940404E-1,7.508515835E0,1.412698019E1
2.110878311E0,1.199524975E1,4.477157295E-1,7.305008888E0,1.405167680E1
2.112892077E0,1.208622932E1,5.243301988E-1,7.216423035E0,1.408646950E1
2.114905810E0,1.214608479E1,6.727706790E-1,7.034463882E0,1.405217699E1
2.116919510E0,1.230889034E1,8.690952063E-1,6.826168537E0,1.410179722E1
2.118933176E0,1.253633976E1,1.106121182E0,6.613084316E0,1.421675782E1
2.120946842E0,1.266562653E1,1.216254473E0,6.517316341E0,1.429590090E1
2.122960442E0,1.297447872E1,1.479616642E0,6.366481781E0,1.452785097E1
2.124973942E0,1.330248356E1,1.745373011E0,6.220435143E0,1.478838088E1
2.126988508E0,1.347007847E1,1.874659896E0,6.162974358E0,1.493116260E1
2.129002008E0,1.383639050E1,2.149993181E0,6.083965778E0,1.526704989E1
2.131015474E0,1.420509815E1,2.442085743E0,6.088754177E0,1.564677359E1
2.133028840E0,1.439663410E1,2.580949545E0,6.100725174E0,1.584749891E1
2.135042140E0,1.472733307E1,2.837129116E0,6.179733753E0,1.622136709E1
2.137055440E0,1.496675301E1,3.069366693E0,6.282684326E0,1.651958927E1
2.139068740E0,1.506491566E1,3.169923067E0,6.337751389E0,1.664833892E1
2.141081940E0,1.519420242E1,3.320757866E0,6.464643955E0,1.684288697E1
2.143093373E0,1.518462563E1,3.335123062E0,6.529287338E0,1.686201335E1
2.145106506E0,1.512237644E1,3.318363667E0,6.639420509E0,1.684576242E1
2.147119639E0,1.506012726E1,3.275267839E0,6.677727699E0,1.679663239E1
2.149132672E0,1.486859131E1,3.177105665E0,6.723217487E0,1.662439958E1
2.151145672E0,1.459535313E1,3.033453465E0,6.718429089E0,1.635125262E1
2.153158638E0,1.446367168E1,2.940079689E0,6.687304497E0,1.620376217E1
2.155171538E0,1.421467495E1,2.743755102E0,6.584353924E0,1.590405271E1
2.157184404E0,1.394412994E1,2.494758129E0,6.428730965E0,1.555606505E1
2.159197237E0,1.380047798E1,2.360682964E0,6.316203594E0,1.535970196E1
2.161210003E0,1.351317406E1,2.114080191E0,6.069600582E0,1.496379829E1
2.163251103E0,1.320432186E1,1.855506301E0,5.801449776E0,1.454145244E1
2.165292203E0,1.286913300E1,1.577778935E0,5.518934250E0,1.409122442E1
2.167333303E0,1.252915668E1,1.285686255E0,5.260360241E0,1.364932768E1
2.169374369E0,1.218199730E1,1.007958889E0,4.989815712E0,1.320285197E1
2.171415369E0,1.199524975E1,8.906430602E-1,4.865017891E0,1.297488577E1
2.173456369E0,1.159541798E1,6.871358752E-1,4.625597477E0,1.250288070E1
2.175497369E0,1.120276928E1,4.788403511E-1,4.429273129E0,1.205610999E1
2.177538369E0,1.100165653E1,3.711012602E-1,4.333505154E0,1.183019144E1
2.179579335E0,1.061379528E1,1.675941199E-1,4.139574528E0,1.139371824E1
2.181620335E0,1.023072338E1,-3.591302410E-2,3.952826977E0,1.096785447E1
2.183661368E0,1.002961063E1,-1.508347094E-1,3.849876404E0,1.074417930E1
2.185702501E0,9.675268173E0,-3.687070608E-1,3.629609823E0,1.034025273E1
2.187742567E0,9.323320389E0,-5.889736414E-1,3.378218651E0,9.933959647E0
2.189783667E0,9.148544312E0,-6.775590777E-1,3.246537447E0,9.731133270E0
2.191824800E0,8.751106262E0,-8.690952063E-1,3.004723072E0,9.293306625E0
2.193865966E0,8.356062889E0,-1.036689281E0,2.760514498E0,8.861092030E0
2.195907166E0,7.987356186E0,-1.182735682E0,2.499546528E0,8.452482202E0
2.197948399E0,7.810185432E0,-1.249773264E0,2.355894566E0,8.252949103E0
2.199989665E0,7.479785442E0,-1.343147159E0,2.049436569E0,7.870922742E0
2.202031031E0,7.130231857E0,-1.424550056E0,1.723825216E0,7.472691789E0
2.204072397E0,6.953061104E0,-1.458068848E0,1.549048543E0,7.271215501E0
2.206113730E0,6.622661114E0,-1.489193439E0,1.242590666E0,6.900823783E0
2.208155030E0,6.277895927E0,-1.501164436E0,9.672574997E-1,6.526948675E0
2.210208596E0,5.945102215E0,-1.510741234E0,6.751648784E-1,6.171096097E0
2.212262196E0,5.765536785E0,-1.520318031E0,5.410895944E-1,5.987116108E0
2.214315796E0,5.392041683E0,-1.551442742E0,3.040636182E-1,5.619033972E0
2.216369462E0,5.020940304E0,-1.632845521E0,1.268926859E-1,5.281299819E0
2.218423195E0,4.850652695E0,-1.666364431E0,8.140286058E-2,5.129544659E0
2.220476995E0,4.510675907E0,-1.752555609E0,3.591302410E-2,4.839311733E0
2.222530861E0,4.156333923E0,-1.869871497E0,2.873042040E-2,4.557670077E0
2.224556394E0,3.809175014E0,-1.924938202E0,6.464344263E-2,4.268416585E0
2.226581927E0,3.622427225E0,-2.059013367E0,9.097966552E-2,4.167708285E0
2.228607460E0,3.260902643E0,-2.190694571E0,1.508347094E-1,3.931333089E0
2.230633026E0,2.868253708E0,-2.291250944E0,2.011129409E-1,3.676568595E0
2.232658659E0,2.686294317E0,-2.346317768E0,2.442085743E-1,3.575055532E0
2.234684292E0,2.331952572E0,-2.418143749E0,3.471592367E-1,3.377268353E0
2.236709892E0,1.965639591E0,-2.415749550E0,4.860229492E-1,3.152110911E0
2.238735492E0,1.766920805E0,-2.401384354E0,5.554547906E-1,3.032686263E0
2.240761125E0,1.367089152E0,-2.339135170E0,7.062895298E-1,2.799880532E0
2.242786758E0,9.002198577E-1,-2.348711967E0,8.020575643E-1,2.640102277E0
2.245719758E0,3.950432837E-1,-2.403778553E0,8.571242094E-1,2.582416008E0
2.247869096E0,-1.771709323E-1,-2.540247917E0,8.451532125E-1,2.683008195E0
2.249881096E0,-7.924807668E-1,-2.726995707E0,7.709329724E-1,2.942595622E0
2.251896096E0,-1.101332784E0,-2.849100113E0,7.350199223E-1,3.141744681E0
2.253910596E0,-1.735796213E0,-3.090914488E0,6.823474765E-1,3.610033094E0
2.255924596E0,-2.387019157E0,-3.385401249E0,6.631938815E-1,4.195071894E0
2.257938846E0,-2.707842112E0,-3.538630009E0,6.392518282E-1,4.501439119E0
2.259953046E0,-3.392583847E0,-3.842693806E0,5.937620401E-1,5.160278501E0
2.261967546E0,-4.065354347E0,-4.158728123E0,5.315127969E-1,5.839917073E0
2.263981974E0,-4.762067318E0,-4.496310711E0,4.501099288E-1,6.564807240E0
2.265996224E0,-5.133467674E0,-4.654327869E0,3.806780577E-1,6.939753170E0
2.268010557E0,-5.837363243E0,-4.949114323E0,2.202665508E-1,7.656177869E0
2.270024857E0,-6.543652534E0,-5.085583687E0,-7.182605099E-3,8.287496698E0
2.272039038E0,-6.924330711E0,-5.322609425E0,-1.316810995E-1,8.734636043E0
2.274053038E0,-7.668927193E0,-5.499780655E0,-3.519476354E-1,9.443722713E0
2.276067038E0,-8.382399559E0,-5.633855820E0,-5.722141862E-1,1.011594696E1
2.278081109E0,-8.724770546E0,-5.684134007E0,-6.943184733E-1,1.043614290E1
2.280095175E0,-9.440636635E0,-5.815814972E0,-9.433154464E-1,1.112830481E1
2.282109237E0,-1.013016701E1,-5.899612427E0,-1.235408068E0,1.178778790E1
2.284123295E0,-1.046296024E1,-5.949890614E0,-1.391031146E0,1.211650540E1
2.286137183E0,-1.118600941E1,-6.055235386E0,-1.733402014E0,1.283734258E1
2.288150919E0,-1.196651936E1,-6.155791759E0,-2.111685991E0,1.362169503E1
2.290164619E0,-1.239268684E1,-6.206069946E0,-2.305616140E0,1.405026182E1
2.292178333E0,-1.328572464E1,-6.299443722E0,-2.736572504E0,1.495601215E1
2.294191969E0,-1.423861694E1,-6.428730965E0,-3.236960649E0,1.595445732E1
2.296205534E0,-1.529236507E1,-6.476614952E0,-3.514688015E0,1.697515840E1
2.298219075E0,-1.582387733E1,-6.553229332E0,-4.113238335E0,1.761416016E1
2.300232555E0,-1.687732697E1,-6.625055313E0,-4.797980309E0,1.875516298E1
