"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.852608608E0,9.510068893E0,4.168305397E0,3.730166197E0,1.103314643E1
7.855547608E0,9.296984673E0,4.103661537E0,3.792415380E0,1.084695240E1
7.857707096E0,9.244312286E0,4.084507942E0,3.816357613E0,1.080301348E1
7.859721096E0,9.124602318E0,4.050989151E0,3.900154591E0,1.071821284E1
7.861735096E0,9.019257545E0,4.022258759E0,3.976768970E0,1.064613844E1
7.863749596E0,8.990526199E0,4.015076160E0,4.012681961E0,1.063259208E1
7.865764262E0,8.918700218E0,4.019864559E0,4.074931145E0,1.059752747E1
7.867778512E0,8.885181427E0,4.024652958E0,4.139574528E0,1.059624262E1
7.869792712E0,8.851662636E0,4.034229755E0,4.165910721E0,1.058214313E1
7.871806878E0,8.832509041E0,4.055777550E0,4.206612587E0,1.059047388E1
7.873821306E0,8.787019730E0,4.050989151E0,4.309563160E0,1.059219352E1
7.875835556E0,8.782231331E0,4.079719543E0,4.350264549E0,1.061586079E1
7.877849778E0,8.765471458E0,4.096478939E0,4.386177540E0,1.062323788E1
7.879863978E0,8.712799072E0,4.113238335E0,4.436455727E0,1.060724925E1
7.881878250E0,8.672098160E0,4.118026733E0,4.484339714E0,1.059588285E1
7.883892583E0,8.672098160E0,4.132391930E0,4.505887508E0,1.061060657E1
7.885906890E0,8.672098160E0,4.161122322E0,4.515464306E0,1.062589494E1
7.887921104E0,8.705616951E0,4.185064793E0,4.469974518E0,1.064345837E1
7.889935370E0,8.748712540E0,4.192247391E0,4.441244125E0,1.066956225E1
7.891949620E0,8.882787704E0,4.232948780E0,4.383783340E0,1.077215527E1
7.893963972E0,9.028834343E0,4.256890774E0,4.299986362E0,1.086880174E1
7.895978194E0,9.126996040E0,4.285621166E0,4.252102375E0,1.094298771E1
7.897992351E0,9.323320389E0,4.381389141E0,4.144362926E0,1.110390102E1
7.900006501E0,9.517251015E0,4.477157116E0,4.005499363E0,1.125464472E1
7.902020691E0,9.699210167E0,4.594472885E0,3.869029999E0,1.140847282E1
7.904034827E0,9.794978142E0,4.663905144E0,3.833117008E0,1.150592865E1
7.906048957E0,1.002482224E1,4.807557106E0,3.715801001E0,1.172249305E1
7.908063040E0,1.020678139E1,4.946720123E0,3.576937437E0,1.189297724E1
7.910077120E0,1.030973148E1,5.018546104E0,3.512293816E0,1.199218813E1
7.912091196E0,1.049647999E1,5.145438671E0,3.373430252E0,1.216682633E1
7.914105270E0,1.063773727E1,5.250783443E0,3.277662039E0,1.230752816E1
7.916119341E0,1.069519806E1,5.293879032E0,3.241749048E0,1.236613738E1
7.918133409E0,1.079336071E1,5.408801079E0,3.184288263E0,1.248565001E1
7.920147509E0,1.086279202E1,5.480627060E0,3.157952070E0,1.257021021E1
7.922161675E0,1.088673401E1,5.518934250E0,3.148375273E0,1.260523223E1
7.924175808E0,1.090349388E1,5.550058842E0,3.148375273E0,1.263335264E1
7.926189908E0,1.089870548E1,5.564424038E0,3.184288263E0,1.264453589E1
7.928204074E0,1.085800362E1,5.578789234E0,3.241749048E0,1.263044214E1
7.930218274E0,1.083885002E1,5.571606636E0,3.277662039E0,1.262008474E1
7.932232474E0,1.077181244E1,5.552453041E0,3.351882458E0,1.257365476E1
7.934246607E0,1.065928555E1,5.502174854E0,3.428496838E0,1.247593231E1
7.936262573E0,1.059464169E1,5.456685066E0,3.452438831E0,1.240730342E1
7.938276673E0,1.047253704E1,5.382464886E0,3.500322819E0,1.228402296E1
7.940290806E0,1.031930828E1,5.296273232E0,3.555389643E0,1.213175293E1
7.942304872E0,1.024987698E1,5.245995045E0,3.588908434E0,1.206070917E1
7.944318972E0,1.008946514E1,5.159803867E0,3.620033026E0,1.189644997E1
7.946333105E0,9.955389977E0,5.080795288E0,3.687070608E0,1.176939931E1
7.948347271E0,9.883563995E0,5.042488098E0,3.703830004E0,1.169743049E1
7.950361404E0,9.747094154E0,4.975450516E0,3.732560396E0,1.156256716E1
7.952375537E0,9.601048470E0,4.937143326E0,3.787626982E0,1.144122520E1
7.954389570E0,9.495702744E0,4.898836136E0,3.825934410E0,1.134921760E1
7.956403670E0,9.447818756E0,4.886565685E0,3.840299606E0,1.130874460E1
7.958417770E0,9.330503464E0,4.869806290E0,3.881000996E0,1.121764133E1
7.960431903E0,9.244312286E0,4.845864296E0,3.928884983E0,1.115239201E1
7.962446003E0,9.213187218E0,4.841075897E0,3.948038578E0,1.113130016E1
7.964460169E0,9.138967514E0,4.812345505E0,3.988739967E0,1.107201170E1
7.966474335E0,9.103054047E0,4.783615112E0,4.019864559E0,1.104119004E1
7.968488568E0,9.079112053E0,4.790797710E0,4.048594952E0,1.103508674E1
7.970502834E0,9.036016464E0,4.795586109E0,4.082113743E0,1.101412240E1
7.972517100E0,9.031228065E0,4.800374508E0,4.086902142E0,1.101405670E1
7.974531400E0,9.038411140E0,4.812345505E0,4.089296341E0,1.102605504E1
7.976545666E0,9.062353134E0,4.833893299E0,4.084507942E0,1.105332411E1
7.978559932E0,9.131784439E0,4.860229492E0,4.048594952E0,1.110866503E1
7.980574132E0,9.206005096E0,4.869806290E0,4.010287762E0,1.116010533E1
7.982588298E0,9.241917610E0,4.913201332E0,3.988739967E0,1.120101044E1
7.984602464E0,9.337685585E0,4.963479519E0,3.921702385E0,1.127866351E1
7.986616597E0,9.455001831E0,5.037699699E0,3.881000996E0,1.139463236E1
7.988630763E0,9.500492096E0,5.066430092E0,3.849876404E0,1.143457967E1
7.990644929E0,9.617807388E0,5.135861874E0,3.801992416E0,1.154705341E1
7.992659095E0,9.751882553E0,5.219658852E0,3.744531393E0,1.167756684E1
7.994673261E0,9.912294388E0,5.298667431E0,3.682282209E0,1.182745361E1
7.996685627E0,9.986514091E0,5.346551895E0,3.653551817E0,1.190229061E1
7.998699893E0,1.015171432E1,5.444714069E0,3.608062029E0,1.207146746E1
8.000714126E0,1.022593498E1,5.492598057E0,3.586514235E0,1.214913429E1
8.002728426E0,1.035522175E1,5.581183434E0,3.555389643E0,1.228906105E1
8.004742692E0,1.045817184E1,5.655403614E0,3.502717018E0,1.239459458E1
8.006756892E0,1.055154610E1,5.698499203E0,3.435679436E0,1.247445034E1
8.008771158E0,1.058745956E1,5.727229595E0,3.394978046E0,1.250685151E1
8.010785391E0,1.064970875E1,5.763142586E0,3.327940464E0,1.255807695E1
8.012799657E0,1.070238113E1,5.782296181E0,3.277662039E0,1.259837210E1
8.014813990E0,1.072632313E1,5.787084579E0,3.248931646E0,1.261348138E1
8.016856623E0,1.074547672E1,5.787084579E0,3.201047659E0,1.261754033E1
8.018899356E0,1.073111153E1,5.789478779E0,3.179499865E0,1.260095387E1
8.020942056E0,1.072632313E1,5.765536785E0,3.148375273E0,1.257806381E1
8.022984789E0,1.068322754E1,5.732017994E0,3.143586874E0,1.252475626E1
8.025027522E0,1.061140156E1,5.724835396E0,3.143586874E0,1.246024565E1
8.027070288E0,1.057788277E1,5.710470200E0,3.148375273E0,1.242631645E1
8.029113088E0,1.050126839E1,5.672163010E0,3.184288263E0,1.235272289E1
8.031155888E0,1.041028786E1,5.631461620E0,3.236960649E0,1.227050804E1
8.033198721E0,1.036479855E1,5.621884823E0,3.277662039E0,1.223837025E1
8.035241587E0,1.026903057E1,5.588366032E0,3.335123062E0,1.215754373E1
8.037284553E0,1.017565632E1,5.504569054E0,3.409343243E0,1.206100673E1
8.039327586E0,1.012298393E1,5.466261864E0,3.457227230E0,1.201279495E1
8.041370686E0,1.003200436E1,5.404012680E0,3.560178041E0,1.193814609E1
8.043413786E0,9.960178375E0,5.363311291E0,3.658340216E0,1.188922682E1
8.045456919E0,9.909899712E0,5.344157696E0,3.713406801E0,1.185561149E1
8.047500152E0,9.790189743E0,5.262754440E0,3.823540211E0,1.175431237E1
8.049543352E0,9.680056572E0,5.205293655E0,3.945644379E0,1.167761478E1
8.051586585E0,9.627384186E0,5.183745861E0,4.007893562E0,1.164564117E1
8.053629885E0,9.502885818E0,5.128679276E0,4.118026733E0,1.155709021E1
8.055673218E0,9.289801598E0,5.097554684E0,4.297592163E0,1.143480546E1
8.057716518E0,9.215581894E0,5.042488098E0,4.331110954E0,1.136275310E1
8.059759784E0,9.141361237E0,5.018546104E0,4.364629745E0,1.130487873E1
8.061803084E0,9.012074471E0,4.953902721E0,4.422090530E0,1.119435229E1
8.063859584E0,8.894758224E0,4.884171486E0,4.462791920E0,1.108550255E1
8.065916117E0,8.770259857E0,4.807557106E0,4.472368717E0,1.095591827E1
8.067972717E0,8.698433876E0,4.778826714E0,4.467580318E0,1.088389685E1
8.070029283E0,8.590695381E0,4.675876141E0,4.448426723E0,1.074487623E1
8.072085883E0,8.490138054E0,4.625597477E0,4.395754337E0,1.062079340E1
8.074142549E0,8.454225540E0,4.599261284E0,4.367023945E0,1.056872897E1
8.076199215E0,8.408735275E0,4.560954094E0,4.247313976E0,1.046655661E1
8.078227615E0,8.387187958E0,4.532223701E0,4.094084740E0,1.037533148E1
8.080256015E0,8.363245964E0,4.517858505E0,4.017470360E0,1.031964130E1
8.082284448E0,8.370428085E0,4.527435303E0,3.852270603E0,1.026653425E1
8.084312881E0,8.459013939E0,4.558559895E0,3.677493811E0,1.028879710E1
8.086341281E0,8.581118584E0,4.599261284E0,3.476380825E0,1.033798937E1
8.088369714E0,8.660126686E0,4.632780075E0,3.375824451E0,1.038540496E1
8.090398114E0,8.803778648E0,4.726154327E0,3.177105665E0,1.048508720E1
8.092426514E0,8.961795807E0,4.826710701E0,3.009511471E0,1.061452211E1
8.094454914E0,9.036016464E0,4.879383087E0,2.942473888E0,1.068251494E1
8.096483247E0,9.126996040E0,4.994604111E0,2.822763920E0,1.078035821E1
8.099423247E0,9.227552414E0,5.097554684E0,2.631227732E0,1.086536454E1
8.101622096E0,9.241917610E0,5.164592266E0,2.561795712E0,1.089260537E1
8.103637096E0,9.328108788E0,5.219658852E0,2.418143749E0,1.095928243E1
8.105651096E0,9.380781174E0,5.241206646E0,2.276885748E0,1.098423922E1
8.107665096E0,9.407117844E0,5.245995045E0,2.205059767E0,1.099439033E1
8.109679429E0,9.466972351E0,5.224447250E0,2.097320795E0,1.101440734E1
8.111693679E0,9.572318077E0,5.174169064E0,2.042253971E0,1.107122848E1
8.113707879E0,9.629778862E0,5.147832870E0,2.032677174E0,1.110696181E1
8.115722379E0,9.751882553E0,5.121496677E0,2.039859772E0,1.120223056E1
8.117737093E0,9.852438927E0,5.047276497E0,2.121262789E0,1.127143774E1
8.119755468E0,9.905111313E0,5.013757706E0,2.178723574E0,1.131352433E1
8.121773579E0,9.933841705E0,4.939537525E0,2.348711967E0,1.134004806E1
8.123791479E0,9.888352394E0,4.888959885E0,2.566584110E0,1.132558148E1
8.125809206E0,9.756670952E0,4.809951305E0,2.798821688E0,1.123217087E1
8.127826706E0,9.656114578E0,4.762067318E0,2.916137695E0,1.115444723E1
8.129843936E0,9.414299965E0,4.635174274E0,3.126827478E0,1.094947188E1
8.131861007E0,9.122207642E0,4.479551315E0,3.318363667E0,1.069077124E1
8.133878007E0,8.978555679E0,4.388571739E0,3.383007050E0,1.055077062E1
8.135894882E0,8.684068680E0,4.242525578E0,3.471592426E0,1.026956796E1
8.137911646E0,8.391976357E0,4.053383350E0,3.490746021E0,9.951908939E0
8.139928146E0,8.286631584E0,3.943250179E0,3.469198227E0,9.810852222E0
8.141944567E0,8.092700958E0,3.756502390E0,3.411737442E0,9.552123920E0
8.143960867E0,7.853281021E0,3.560178041E0,3.418920040E0,9.275661956E0
8.145977152E0,7.757512569E0,3.464409828E0,3.426102638E0,9.160748660E0
8.147993288E0,7.582736015E0,3.337517262E0,3.445256233E0,8.972552450E0
8.150009418E0,7.405565262E0,3.222595453E0,3.500322819E0,8.802259831E0
8.152025501E0,7.240365028E0,3.102885485E0,3.512293816E0,8.624789384E0
8.154041541E0,7.163750648E0,3.050212860E0,3.497928619E0,8.535726476E0
8.156057502E0,7.015310287E0,2.930502892E0,3.387795448E0,8.323435807E0
8.158073427E0,6.859687328E0,2.770091295E0,3.177105665E0,8.051255581E0
8.160089284E0,6.799831867E0,2.679111719E0,3.033453465E0,7.913102612E0
8.162105146E0,6.677727699E0,2.487575531E0,2.691082716E0,7.617217696E0
8.164120979E0,6.560411930E0,2.284068346E0,2.296039343E0,7.316267461E0
8.166136845E0,6.500556946E0,2.183511972E0,2.097320795E0,7.171033374E0
8.168152745E0,6.318597794E0,1.963245392E0,1.733402014E0,6.839860604E0
8.170168611E0,6.040870190E0,1.740584612E0,1.405396342E0,6.441807690E0
8.172184477E0,5.856516838E0,1.618480325E0,1.249773264E0,6.203241189E0
8.174200343E0,5.377676487E0,1.323993564E0,1.012747288E0,5.630099504E0
8.176216209E0,4.735731125E0,9.624691010E-1,8.427590132E-1,4.905480487E0
8.178232042E0,3.991134167E0,5.482721925E-1,7.517793179E-1,4.098161353E0
8.180248608E0,3.579331636E0,3.184288144E-1,7.326257229E-1,3.667390397E0
8.182263374E0,2.703053713E0,-2.082955539E-1,7.565677166E-1,2.814654707E0
8.184278140E0,1.738190413E0,-7.422025204E-1,8.475474119E-1,2.071353931E0
8.186292873E0,1.216254473E0,-1.027112484E0,9.241618514E-1,1.840736300E0
8.188307573E0,1.125274822E-1,-1.584961534E0,1.173158884E0,1.975111962E0
8.190322306E0,-1.036689281E0,-2.121262789E0,1.496376038E0,2.795285626E0
8.192337006E0,-1.613691926E0,-2.391807556E0,1.666364431E0,3.331893671E0
8.194351672E0,-2.825158119E0,-2.918531895E0,2.037465572E0,4.544294530E0
8.196366338E0,-4.036623955E0,-3.471592426E0,2.389413357E0,5.835716161E0
8.198381038E0,-5.200505257E0,-3.749319792E0,2.561795712E0,6.904017026E0
8.200395871E0,-5.846940041E0,-4.316745758E0,2.906560898E0,7.827457955E0
8.202410671E0,-7.096713066E0,-4.922778130E0,3.203441858E0,9.211901030E0
8.204425537E0,-8.284236908E0,-5.504569054E0,3.387795448E0,1.050742688E1
8.206440370E0,-8.870816231E0,-5.796661377E0,3.457227230E0,1.114652788E1
8.208455270E0,-1.007749462E1,-6.390423775E0,3.502717018E0,1.243633549E1
8.210470136E0,-1.132487297E1,-6.909965515E0,3.450044632E0,1.370777805E1
8.212485002E0,-1.193300056E1,-7.135020256E0,3.390189648E0,1.431077924E1
8.214499835E0,-1.313249588E1,-7.530063629E0,3.227383852E0,1.547838211E1
8.216514701E0,-1.437269211E1,-7.805397034E0,2.983175278E0,1.662521687E1
8.218529534E0,-1.498830128E1,-7.910741806E0,2.820369720E0,1.718090500E1
8.220544367E0,-1.618540192E1,-8.040028572E0,2.401384354E0,1.823118047E1
8.222559133E0,-1.730109978E1,-8.068758965E0,1.924938202E0,1.918693076E1
8.224573866E0,-1.781824684E1,-8.030451775E0,1.671152830E0,1.961557616E1
8.226588599E0,-1.882381248E1,-7.838915825E0,1.106121182E0,2.042077427E1
8.228603332E0,-1.977670479E1,-7.561188221E0,4.979939461E-1,2.117870670E1
8.230618098E0,-2.066974258E1,-7.285854816E0,-2.011129409E-1,2.191717102E1
8.232632864E0,-2.110309219E1,-7.156568050E0,-5.985504389E-1,2.229159548E1
8.234647630E0,-2.196739960E1,-6.960243702E0,-1.467645645E0,2.309037941E1
8.236662363E0,-2.280058098E1,-6.900388718E0,-2.348711967E0,2.393738301E1
8.238677096E0,-2.357869720E1,-6.931513309E0,-3.201047659E0,2.478401793E1
8.240691296E0,-2.396176910E1,-6.981791496E0,-3.598485231E0,2.521628218E1
8.242707329E0,-2.468511772E1,-7.115866661E0,-4.321534157E0,2.605122363E1
8.244723329E0,-2.501072884E1,-7.190086842E0,-4.642356873E0,2.643454904E1
8.246739395E0,-2.557815552E1,-7.362469673E0,-5.190928459E0,2.711814407E1
8.248755495E0,-2.593489075E1,-7.530063629E0,-5.674557209E0,2.759567024E1
8.250771595E0,-2.603544617E1,-7.601889610E0,-6.134243965E0,2.780759126E1
8.252787761E0,-2.595404434E1,-7.721599579E0,-6.320991993E0,2.780630248E1
8.254803927E0,-2.548717499E1,-7.824550629E0,-6.625055313E0,2.747200465E1
8.256820127E0,-2.461329079E1,-7.956231594E0,-6.857293129E0,2.676075809E1
8.258836293E0,-2.405035400E1,-8.042423248E0,-6.941090107E0,2.629218194E1
8.260880726E0,-2.208950424E1,-8.480561256E0,-6.926724911E0,2.465452565E1
8.262925226E0,-2.140954971E1,-8.667309761E0,-6.828562737E0,2.408568759E1
8.264969659E0,-2.004724884E1,-9.091083527E0,-6.495768547E0,2.295070794E1
8.267014059E0,-1.874001503E1,-9.574711800E0,-6.009745598E0,2.188561883E1
8.269058492E0,-1.747108841E1,-9.814131737E0,-5.724835396E0,2.084058186E1
8.271102925E0,-1.684141350E1,-1.032888508E1,-5.076006889E0,2.039815976E1
8.273147358E0,-1.558685207E1,-1.095616627E1,-4.369418144E0,1.954685018E1
8.275191824E0,-1.422664547E1,-1.170794582E1,-3.588908434E0,1.877108682E1
8.277236290E0,-1.350838566E1,-1.211017132E1,-3.186682463E0,1.841976323E1
8.279280856E0,-1.201679802E1,-1.301039124E1,-2.396595955E0,1.787225187E1
8.281325422E0,-1.038155746E1,-1.395610142E1,-1.608903527E0,1.746820176E1
8.283370055E0,-9.519645691E0,-1.442775917E1,-1.237802267E0,1.732962906E1
8.285414755E0,-7.685686588E0,-1.543362236E1,-5.099649429E-1,1.724895770E1
8.287459421E0,-5.734412193E0,-1.646791840E1,1.939303428E-1,1.743884826E1
8.289504121E0,-4.680664539E0,-1.700661278E1,5.123591423E-1,1.764641637E1
8.291548787E0,-2.382230759E0,-1.816061783E1,1.017535686E0,1.834443900E1
8.293593520E0,2.298433632E-1,-1.926434517E1,1.340752959E0,1.931231320E1
8.295638286E0,1.644816518E0,-1.975276184E1,1.441309452E0,1.987345955E1
8.297683052E0,4.673481941E0,-2.062664604E1,1.606509328E0,2.121039445E1
8.299727785E0,9.459790230E0,-2.159629822E1,1.642422318E0,2.363440879E1
8.301771285E0,1.111897182E1,-2.185487175E1,1.594538331E0,2.457253561E1
8.303814651E0,1.278294182E1,-2.207992744E1,1.539471745E0,2.555967079E1
8.305857951E0,1.614230728E1,-2.241750908E1,1.446097851E0,2.766242933E1
8.307916851E0,1.967614746E1,-2.269284248E1,1.491587639E0,3.007225819E1
8.309975751E0,2.341349792E1,-2.282931137E1,1.695094824E0,3.274511703E1
8.312034617E0,2.538901329E1,-2.282691765E1,1.824381709E0,3.419062055E1
8.314093417E0,2.984222794E1,-2.250370026E1,1.991975784E0,3.742917393E1
8.316152150E0,3.442742157E1,-2.166572952E1,1.975216389E0,4.072533206E1
8.318210883E0,3.682641220E1,-2.098817062E1,1.891419291E0,4.242953463E1
8.320269616E0,4.168903732E1,-1.902492523E1,1.714248419E0,4.585697614E1
8.322300082E0,4.668124771E1,-1.619019127E1,1.711854219E0,4.943876643E1
8.324330482E0,5.187427139E1,-1.248127270E1,2.075772762E0,5.339504690E1
8.326360915E0,5.457762527E1,-1.025705910E1,2.425326347E0,5.558602927E1
8.328391348E0,6.007949829E1,-5.126285076E0,3.495534420E0,6.039903703E1
8.330421714E0,6.555055237E1,6.727706790E-1,5.248389244E0,6.576376758E1
8.332452014E0,6.814347076E1,3.708618402E0,6.390423775E0,6.854286231E1
8.334482314E0,7.267568970E1,9.771036148E0,9.155726433E0,7.389896039E1
8.336512547E0,7.614279938E1,1.526124001E1,1.220354557E1,7.861016390E1
8.338542713E0,7.724413300E1,1.757643318E1,1.362570095E1,8.038188112E1
8.340572846E0,7.815392303E1,2.117012978E1,1.618779564E1,8.257272436E1
8.343509846E0,7.804618835E1,2.350208282E1,1.957080269E1,8.382464871E1
8.345706096E0,7.723215485E1,2.349489975E1,2.060509872E1,8.331498155E1
8.347721096E0,7.434235382E1,2.258989143E1,2.250370026E1,8.089193589E1
8.349736096E0,7.058555603E1,2.089719009E1,2.405514336E1,7.744458145E1
8.351750596E0,6.856484985E1,1.987007904E1,2.458216667E1,7.549994434E1
8.353764929E0,6.445160675E1,1.765544128E1,2.516156387E1,7.140608179E1
8.355779429E0,6.023272705E1,1.541207504E1,2.515677452E1,6.706993939E1
8.357794029E0,5.809231186E1,1.431523132E1,2.495326805E1,6.482521216E1
8.359808529E0,5.376090240E1,1.220593929E1,2.432089996E1,6.025550395E1
8.361822814E0,4.737796021E1,1.031691456E1,2.301605988E1,5.367353958E1
8.363840314E0,4.535964584E1,9.457395554E0,2.301605988E1,5.173662932E1
8.365857536E0,4.343680573E1,7.893982410E0,2.209189796E1,4.936722603E1
8.367874436E0,3.996281815E1,6.584353924E0,2.115815926E1,4.569516664E1
8.369890981E0,3.700119019E1,5.609913826E0,2.024118042E1,4.254720429E1
8.371907314E0,3.573944473E1,5.253177643E0,1.981022263E1,4.119889204E1
8.373923390E0,3.363224792E1,4.781220913E0,1.902253151E1,3.893385261E1
8.375939390E0,3.210714340E1,4.616020679E0,1.823962784E1,3.721371156E1
8.377955256E0,3.154211044E1,4.623203278E0,1.784218979E1,3.653248522E1
8.379971068E0,3.074723625E1,4.781220913E0,1.701858330E1,3.546667151E1
8.381986715E0,3.031628036E1,5.104737282E0,1.617343140E1,3.473780478E1
8.384002159E0,3.020375252E1,5.286696434E0,1.574726295E1,3.447016269E1
8.386017422E0,3.015826225E1,5.664980412E0,1.489492702E1,3.410970003E1
8.388032572E0,3.027797318E1,6.026504993E0,1.405665779E1,3.392143939E1
8.390047667E0,3.040725899E1,6.170156956E0,1.361612415E1,3.388319750E1
8.392062667E0,3.079033089E1,6.443096161E0,1.274942303E1,3.394268333E1
8.394077623E0,3.130269051E1,6.699275494E0,1.194257736E1,3.416670717E1
8.396092498E0,3.189405823E1,6.907571316E0,1.118122101E1,3.449587214E1
8.398107338E0,3.219333267E1,7.008127689E0,1.080533123E1,3.467390525E1
8.400122107E0,3.285652924E1,7.194875240E0,1.005115795E1,3.510475067E1
8.402136847E0,3.348381042E1,7.355287075E0,9.395146370E0,3.554623164E1
8.404151561E0,3.374956512E1,7.412747860E0,9.107842445E0,3.573422408E1
8.406166250E0,3.415179062E1,7.431901455E0,8.597877502E0,3.599307516E1
8.408180883E0,3.431729126E1,7.345710278E0,8.202834129E0,3.604056640E1
8.410195549E0,3.431729126E1,7.230788231E0,8.008903503E0,3.597364748E1
8.412210182E0,3.410390854E1,6.818985939E0,7.613860607E0,3.560261255E1
8.414224815E0,3.367055511E1,6.186916351E0,7.190086842E0,3.498116014E1
8.416239381E0,3.335212708E1,5.779901981E0,6.991368294E0,3.456372199E1
8.418253881E0,3.247106171E1,4.829104900E0,6.617872715E0,3.348860018E1
8.420268414E0,3.132184410E1,3.703830004E0,6.265924931E0,3.215646264E1
8.422282980E0,2.992602539E1,2.451662540E0,5.971438408E0,3.061430583E1
8.424298480E0,2.917424583E1,1.790862918E0,5.846940041E0,2.980822903E1
8.426312146E0,2.756534195E1,4.501099288E-1,5.645826817E0,2.814118043E1
8.428325779E0,2.587742996E1,-8.714894056E-1,5.454290867E0,2.646035079E1
8.430339479E0,2.504185295E1,-1.486799240E0,5.384859085E0,2.565739033E1
8.432353212E0,2.337758446E1,-2.638410330E0,5.291484833E0,2.411374040E1
8.434367012E0,2.170643044E1,-3.725377798E0,5.332186222E0,2.266009205E1
8.436380778E0,2.086127853E1,-4.223371983E0,5.380070686E0,2.195392843E1
8.438394544E0,1.920688438E1,-5.080795288E0,5.461473465E0,2.060452817E1
8.440408277E0,1.761474037E1,-5.854122639E0,5.571606636E0,1.938021235E1
8.442422043E0,1.604893303E1,-6.210858345E0,5.626673222E0,1.810531591E1
8.444435876E0,1.529236507E1,-6.845322132E0,5.727229595E0,1.770638369E1
8.446449776E0,1.379090118E1,-7.400776863E0,5.705681801E0,1.665878923E1
8.448463676E0,1.236395645E1,-7.872434616E0,5.564424038E0,1.567818423E1
8.450477542E0,1.168879223E1,-8.099884033E0,5.430348873E0,1.522250551E1
8.452491475E0,1.039113426E1,-8.559570312E0,5.114314079E0,1.440132368E1
8.454505408E0,9.158121109E0,-8.992920876E0,4.771644115E0,1.369351656E1
8.456519408E0,8.576330185E0,-9.184456825E0,4.584896088E0,1.337643296E1
8.458533408E0,7.434295654E0,-9.562741280E0,4.182670593E0,1.281442570E1
8.460547408E0,6.287472725E0,-9.905111313E0,3.840299606E0,1.234469297E1
8.462561408E0,5.700893402E0,-1.009904194E1,3.706224203E0,1.217484832E1
8.464575341E0,4.522646904E0,-1.045338345E1,3.476380825E0,1.190851729E1
8.466589207E0,3.292027235E0,-1.075505352E1,3.299209833E0,1.172149329E1
8.468603907E0,2.676717520E0,-1.092025280E1,3.208230257E0,1.169228289E1
8.470617707E0,1.465251446E0,-1.126980686E1,3.014299870E0,1.175761507E1
8.472631540E0,2.394201756E-1,-1.163372517E1,2.808398485E0,1.197029596E1
8.474645373E0,-1.017535686E0,-1.200243282E1,2.549824715E0,1.231240751E1
8.476659239E0,-1.640028119E0,-1.217481518E1,2.401384354E0,1.251728659E1
8.478673172E0,-2.796427488E0,-1.248845577E1,2.092532396E0,1.296766078E1
8.480687105E0,-4.072536945E0,-1.286434460E1,1.754949808E0,1.360723219E1
8.482701071E0,-5.238812447E0,-1.321389866E1,1.422155857E0,1.428547517E1
8.484713171E0,-5.789478779E0,-1.339346313E1,1.247379065E0,1.464441442E1
8.486727037E0,-6.883629322E0,-1.377414131E1,9.217676520E-1,1.542598383E1
8.488740970E0,-7.400776863E0,-1.393934155E1,7.565677166E-1,1.580028910E1
8.490754870E0,-8.459013939E0,-1.419791508E1,4.237737060E-1,1.653225010E1
8.492768736E0,-9.586683273E0,-1.439423943E1,1.340752989E-1,1.729498774E1
8.494782569E0,-1.015650272E1,-1.443494129E1,-9.576806799E-3,1.764999063E1
8.496796402E0,-1.128896046E1,-1.448521996E1,-2.513911724E-1,1.836642107E1
8.498810235E0,-1.238071632E1,-1.446367168E1,-4.908113480E-1,1.904523119E1
8.500824035E0,-1.342937660E1,-1.442057610E1,-7.350199223E-1,1.971906248E1
8.502837801E0,-1.394652462E1,-1.431044292E1,-8.547300100E-1,2.000062222E1
8.505774801E0,-1.548390102E1,-1.409975338E1,-1.268926859E0,2.098009561E1
8.507766096E0,-1.601541328E1,-1.401356220E1,-1.424550056E0,2.132844887E1
8.509781096E0,-1.711195755E1,-1.382202530E1,-1.733402014E0,2.206517974E1
8.511795096E0,-1.828032875E1,-1.365921974E1,-2.063801765E0,2.291296535E1
8.513809596E0,-1.888845634E1,-1.357781696E1,-2.257732153E0,2.337152650E1
8.515823929E0,-2.012865257E1,-1.344613647E1,-2.700659513E0,2.435682250E1
8.517838179E0,-2.135927200E1,-1.339106941E1,-3.256114244E0,2.541931393E1
8.519852379E0,-2.260425758E1,-1.341979980E1,-3.866635799E0,2.657055438E1
8.521866712E0,-2.321477890E1,-1.344613647E1,-4.201824188E0,2.715473940E1
8.523880997E0,-2.440709114E1,-1.359218216E1,-4.860229492E0,2.835622232E1
8.525895122E0,-2.560927963E1,-1.371907520E1,-5.490203857E0,2.956671382E1
8.527909233E0,-2.617431068E1,-1.377653599E1,-5.777507782E0,3.013746970E1
8.529923233E0,-2.723973083E1,-1.384117889E1,-6.215646744E0,3.118036936E1
8.531937233E0,-2.815910339E1,-1.386512089E1,-6.400000572E0,3.203336836E1
8.533951233E0,-2.852541733E1,-1.386512089E1,-6.392817974E0,3.235442988E1
8.535965233E0,-2.909284210E1,-1.384357357E1,-6.232406139E0,3.281586319E1
8.537979161E0,-2.945676041E1,-1.390821648E1,-5.878064632E0,3.310122147E1
8.539993161E0,-2.959562492E1,-1.394652462E1,-5.633855820E0,3.319859779E1
8.542007098E0,-2.979913139E1,-1.402074432E1,-5.020940304E0,3.331335085E1
