"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.728260660E-1,-7.984961987E0,2.815581083E0,2.858676910E0
1.748666660E-1,-8.006509781E0,2.832340717E0,2.937685490E0
1.769073990E-1,-8.040028572E0,2.865859509E0,3.088520288E0
1.789482650E-1,-8.068758965E0,2.870647907E0,3.229778051E0
1.809874650E-1,-8.085518837E0,2.882618904E0,3.318363667E0
1.830283980E-1,-8.107066154E0,2.877830505E0,3.500322819E0
1.850693980E-1,-8.150161743E0,2.870647907E0,3.634398222E0
1.871104310E-1,-8.217199326E0,2.870647907E0,3.751713991E0
1.891514640E-1,-8.243535995E0,2.851494312E0,3.797203779E0
1.911925300E-1,-8.315361977E0,2.820369720E0,3.849876404E0
1.932336960E-1,-8.391976357E0,2.796427488E0,3.849876404E0
1.952748960E-1,-8.514080048E0,2.806004286E0,3.823540211E0
1.973160620E-1,-8.566753387E0,2.810792685E0,3.830722809E0
1.993571280E-1,-8.652944565E0,2.844311714E0,3.861847401E0
2.013981940E-1,-8.696040154E0,2.844311714E0,3.892971992E0
2.034515600E-1,-8.782231331E0,2.870647907E0,3.976768970E0
2.055049930E-1,-8.870816231E0,2.916137695E0,4.072536945E0
2.075584260E-1,-8.918700218E0,2.964021683E0,4.144362926E0
2.096118920E-1,-8.961795807E0,2.973598480E0,4.170699596E0
2.116653580E-1,-9.040804863E0,3.031059265E0,4.216189384E0
2.137188240E-1,-9.117419243E0,3.090914488E0,4.240131378E0
2.157722900E-1,-9.158121109E0,3.145981073E0,4.204218388E0
2.177973900E-1,-9.179668427E0,3.172317266E0,4.177882195E0
2.198224230E-1,-9.165303230E0,3.323152065E0,4.017470360E0
2.218474560E-1,-9.079112053E0,3.505111217E0,3.715801001E0
2.238723890E-1,-9.074323654E0,3.505111217E0,3.651157618E0
2.258973550E-1,-9.105448723E0,3.440467834E0,3.651157618E0
2.279223550E-1,-9.095871925E0,3.342305660E0,3.691859007E0
2.299473210E-1,-9.103054047E0,3.284844637E0,3.722983599E0
2.319722540E-1,-9.110237122E0,3.172317266E0,3.758896589E0
2.339971200E-1,-9.059958458E0,3.093308687E0,3.758896589E0
2.360220200E-1,-9.033622742E0,3.069366693E0,3.763684988E0
2.380752860E-1,-8.832509041E0,3.019088268E0,3.799597979E0
2.401285860E-1,-8.660126686E0,3.040636063E0,3.852270603E0
2.421818860E-1,-8.569147110E0,3.098097086E0,3.900154591E0
2.442352190E-1,-8.334515572E0,3.165134668E0,3.986345768E0
2.462885190E-1,-8.111854553E0,3.191470861E0,4.089296341E0
2.483418520E-1,-8.016086578E0,3.172317266E0,4.110844135E0
2.503951520E-1,-7.798214436E0,3.181894064E0,4.098873138E0
2.524484180E-1,-7.611466408E0,3.201047659E0,4.101267338E0
2.545016510E-1,-7.510910034E0,3.220201254E0,4.098873138E0
2.565548510E-1,-7.252336025E0,3.270479441E0,4.163516521E0
2.586080840E-1,-7.178115845E0,3.265691042E0,4.144362926E0
2.606613500E-1,-7.144597054E0,3.236960649E0,4.086902142E0
2.627146500E-1,-7.132626057E0,3.153163671E0,3.907337189E0
2.647556830E-1,-7.166144848E0,3.035847664E0,3.694253206E0
2.667966490E-1,-7.225999832E0,2.987963676E0,3.564966440E0
2.688376150E-1,-7.269095421E0,3.021482468E0,3.541024208E0
2.708785810E-1,-7.372046471E0,3.138798475E0,3.512293816E0
2.729195140E-1,-7.580341816E0,3.277662039E0,3.438073635E0
2.749604470E-1,-7.688080788E0,3.344699860E0,3.399766445E0
2.770014130E-1,-7.879617214E0,3.495534420E0,3.406949043E0
2.790423130E-1,-7.865252018E0,3.608062029E0,3.495534420E0
2.810831790E-1,-7.791031837E0,3.679888010E0,3.519476414E0
2.831250120E-1,-7.194875240E0,4.146757126E0,3.746925592E0
2.851659450E-1,-6.790255070E0,4.369418144E0,3.799597979E0
2.872069110E-1,-6.708852291E0,4.338293552E0,3.648763418E0
2.892478440E-1,-6.694487095E0,4.194641590E0,3.241749048E0
2.912888100E-1,-6.720823288E0,3.852270603E0,2.983175278E0
2.933298100E-1,-6.763918877E0,3.639186621E0,2.930502892E0
2.953708100E-1,-6.838139534E0,3.215412855E0,2.918531895E0
2.974118430E-1,-6.886023521E0,2.806004286E0,2.966415882E0
2.994244760E-1,-6.897994518E0,2.554613113E0,3.093308687E0
3.014370760E-1,-6.874052525E0,2.463633537E0,3.186682463E0
3.034497420E-1,-6.766313076E0,2.279279947E0,3.363853455E0
3.054624080E-1,-6.687304497E0,2.245761156E0,3.462015629E0
3.074751410E-1,-6.665756702E0,2.267308950E0,3.507505417E0
3.094878740E-1,-6.704063892E0,2.317587137E0,3.608062029E0
3.115006740E-1,-6.737582684E0,2.250549555E0,3.493140221E0
3.135134740E-1,-6.749553680E0,2.231395960E0,3.373430252E0
3.155263070E-1,-6.658574104E0,2.243366957E0,3.399766445E0
3.175391400E-1,-6.627449512E0,2.152387381E0,3.287238836E0
3.195519400E-1,-6.634632111E0,2.078166962E0,3.126827478E0
3.215647730E-1,-6.653785706E0,1.994369984E0,2.748543501E0
3.235775730E-1,-6.720823288E0,1.958456993E0,2.406172752E0
3.255903390E-1,-6.790255070E0,1.896207690E0,2.185906172E0
3.276031050E-1,-6.835745335E0,1.843535304E0,2.094926596E0
3.296159050E-1,-6.972214699E0,1.735796213E0,1.982398987E0
3.316286710E-1,-7.115866661E0,1.776497602E0,2.006340981E0
3.336414370E-1,-7.233182430E0,1.793257117E0,2.066195965E0
3.356542030E-1,-7.530063629E0,1.836352706E0,2.315192938E0
3.376669360E-1,-7.980173588E0,1.963245392E0,2.604891539E0
3.396797690E-1,-8.224382401E0,2.047042370E0,2.813186884E0
3.416926350E-1,-8.791808128E0,2.190694571E0,3.284844637E0
3.437046350E-1,-9.340080261E0,2.284068346E0,3.711012602E0
3.457175680E-1,-9.591471672E0,2.329558372E0,3.895366192E0
3.477305010E-1,-1.002242756E1,2.329558372E0,4.187458992E0
3.497434010E-1,-1.038634586E1,2.221819162E0,4.383783340E0
3.517563010E-1,-1.071674633E1,2.183511972E0,4.587290287E0
3.537692010E-1,-1.089391708E1,2.116474390E0,4.745307922E0
3.557821670E-1,-1.117643261E1,2.039859772E0,5.085583687E0
3.577950670E-1,-1.142064095E1,1.865083098E0,5.286696434E0
3.598078670E-1,-1.150443840E1,1.723825216E0,5.325003624E0
3.618206330E-1,-1.158105278E1,1.484405041E0,5.456685066E0
3.638341660E-1,-1.160260105E1,1.405396342E0,5.404012680E0
3.658467990E-1,-1.160260105E1,1.410184860E0,5.272331238E0
3.678593650E-1,-1.153316879E1,1.549048543E0,4.888959885E0
3.698719650E-1,-1.140867043E1,1.886630893E0,4.563348293E0
3.718845310E-1,-1.132487297E1,2.097320795E0,4.472368717E0
3.738970970E-1,-1.119558620E1,2.566584110E0,4.537012100E0
3.759096630E-1,-1.106869411E1,2.923320293E0,4.690241337E0
3.779222960E-1,-1.095616627E1,3.110068083E0,4.802768707E0
3.799349960E-1,-1.088673401E1,3.131615877E0,4.829104900E0
3.819476960E-1,-1.073589993E1,3.069366693E0,4.790797710E0
3.839603960E-1,-1.050366211E1,2.925714493E0,4.632780075E0
3.859730960E-1,-1.038395214E1,2.849100113E0,4.534617901E0
3.879857620E-1,-1.014692593E1,2.743755102E0,4.326322556E0
3.899984620E-1,-9.859622002E0,2.647987127E0,4.086902142E0
3.920111950E-1,-9.718363762E0,2.614468336E0,3.979163170E0
3.940239610E-1,-9.435848236E0,2.573766708E0,3.849876404E0
3.960367270E-1,-9.158121109E0,2.571372509E0,3.766079187E0
3.980495270E-1,-9.031228065E0,2.568978310E0,3.734954596E0
4.009815270E-1,-8.727164268E0,2.691082716E0,3.794809580E0
4.024589670E-1,-8.545205116E0,2.841917515E0,3.794809580E0
4.044729670E-1,-8.430283546E0,2.896984100E0,3.766079187E0
4.064859670E-1,-8.253112793E0,3.014299870E0,3.651157618E0
4.084984670E-1,-8.140584946E0,3.102885485E0,3.502717018E0
4.105111330E-1,-8.104672432E0,3.141192675E0,3.423708439E0
4.125238830E-1,-8.126219749E0,3.222595453E0,3.303998232E0
4.145366830E-1,-8.169315338E0,3.193865061E0,3.220201254E0
4.165493490E-1,-8.164526939E0,3.162740469E0,3.208230257E0
4.185620630E-1,-8.150161743E0,3.150769472E0,3.129221678E0
4.205748130E-1,-8.159738541E0,3.129221678E0,3.098097086E0
4.225875900E-1,-8.121431351E0,3.083731890E0,3.062183857E0
4.246002900E-1,-8.066365242E0,2.966415882E0,2.911349297E0
4.266130170E-1,-8.025663376E0,2.817975283E0,2.700659513E0
4.286257670E-1,-8.035240173E0,2.707842112E0,2.365471363E0
4.306384590E-1,-8.104672432E0,2.700659513E0,2.226607561E0
4.326511010E-1,-8.329727173E0,2.762908697E0,2.075772762E0
4.346637670E-1,-8.652944565E0,2.887407303E0,2.056619167E0
4.366764540E-1,-8.813355446E0,2.966415882E0,2.061407566E0
4.386890420E-1,-9.294589996E0,3.210624456E0,2.197877169E0
4.407014860E-1,-9.433453560E0,3.284844637E0,2.305616140E0
4.427138540E-1,-9.557952881E0,3.359065056E0,2.427720547E0
4.447261540E-1,-9.826103210E0,3.438073635E0,2.715024710E0
4.467572960E-1,-1.007988834E1,3.500322819E0,3.031059265E0
4.487876590E-1,-1.031930828E1,3.543418407E0,3.385401249E0
4.508172240E-1,-1.042225933E1,3.543418407E0,3.576937437E0
4.528460570E-1,-1.057548809E1,3.495534420E0,3.940855980E0
4.548742170E-1,-1.065210247E1,3.438073635E0,4.268861771E0
4.569017550E-1,-1.066407394E1,3.347094059E0,4.532223701E0
4.589287920E-1,-1.062576675E1,3.306392431E0,4.654327869E0
4.609552920E-1,-1.048690319E1,3.239354849E0,4.879383087E0
4.629813260E-1,-1.038395214E1,3.198653460E0,5.037699699E0
4.650069260E-1,-1.037676907E1,3.208230257E0,5.085583687E0
4.670324920E-1,-1.039113426E1,3.337517262E0,5.181351662E0
4.690580580E-1,-1.021635818E1,3.543418407E0,5.375282288E0
4.710835910E-1,-1.010861874E1,3.636792421E0,5.425560474E0
4.731091240E-1,-9.703998566E0,3.991134167E0,5.444714069E0
4.751346240E-1,-9.510068893E0,4.249708176E0,5.490203857E0
4.771601240E-1,-9.577106476E0,4.235342979E0,5.408801079E0
4.791855900E-1,-9.811738014E0,4.106055737E0,5.224447250E0
4.812392900E-1,-1.007270622E1,3.557783842E0,5.150227070E0
4.832930230E-1,-1.017086792E1,3.380612850E0,5.133467674E0
4.853467890E-1,-1.031691456E1,3.153163671E0,5.325003624E0
4.874005890E-1,-1.050845051E1,3.035847664E0,5.353734493E0
4.894543890E-1,-1.064492035E1,3.071760893E0,5.231629848E0
4.915082550E-1,-1.072153473E1,2.952050686E0,5.200505257E0
4.935621210E-1,-1.065689087E1,2.499546528E0,5.064035892E0
4.956160210E-1,-1.065210247E1,2.339135170E0,4.848258495E0
4.976699210E-1,-1.064013195E1,2.240972757E0,4.532223701E0
4.997238870E-1,-1.060900688E1,2.279279947E0,4.474762917E0
5.017779530E-1,-1.061858368E1,2.348711967E0,4.424484730E0
5.038320860E-1,-1.065210247E1,2.485181332E0,4.333505154E0
5.058862860E-1,-1.064970875E1,2.669534922E0,4.218583584E0
5.079273190E-1,-1.049647999E1,2.794033289E0,4.297592163E0
5.099682850E-1,-1.031691456E1,2.813186884E0,4.405331135E0
5.120092850E-1,-9.926659584E0,2.980781078E0,4.496310711E0
5.140502850E-1,-9.536404610E0,3.157952070E0,4.577713490E0
5.160912850E-1,-9.349657059E0,3.229778051E0,4.592078686E0
5.181323510E-1,-8.990526199E0,3.277662039E0,4.572925091E0
5.201733510E-1,-8.640973091E0,3.251325846E0,4.527435303E0
5.222143170E-1,-8.463802338E0,3.203441858E0,4.539406300E0
5.242552170E-1,-8.140584946E0,3.129221678E0,4.513070107E0
5.262969170E-1,-7.858069420E0,3.009511471E0,4.450820923E0
5.283377830E-1,-7.688080788E0,2.949656487E0,4.455609322E0
5.303786490E-1,-7.362469673E0,2.916137695E0,4.410119534E0
5.324194820E-1,-7.010521889E0,2.930502892E0,4.441244125E0
5.344603150E-1,-6.680121899E0,2.952050686E0,4.469974518E0
5.365011480E-1,-6.541258335E0,3.014299870E0,4.472368717E0
5.385419480E-1,-6.292261124E0,3.069366693E0,4.496310711E0
5.405827480E-1,-6.057629585E0,3.076549292E0,4.584896088E0
5.425952480E-1,-5.964255810E0,3.059789658E0,4.570530891E0
5.446076810E-1,-5.830180645E0,2.978386879E0,4.570530891E0
5.466201140E-1,-5.755959988E0,2.853888512E0,4.548983097E0
5.486324800E-1,-5.753565788E0,2.796427488E0,4.462791920E0
5.506448130E-1,-5.782296181E0,2.647987127E0,4.378994942E0
5.526570790E-1,-5.832574844E0,2.494758129E0,4.302380562E0
5.546693790E-1,-5.854122639E0,2.427720547E0,4.261679173E0
5.566816450E-1,-5.904400826E0,2.308010340E0,4.070142746E0
5.586938780E-1,-5.969044209E0,2.303221941E0,3.833117008E0
5.607060780E-1,-6.086359978E0,2.324769735E0,3.612850428E0
5.627200440E-1,-6.153397560E0,2.327163935E0,3.555389643E0
5.647322100E-1,-6.332962990E0,2.343923569E0,3.473986626E0
5.667444100E-1,-6.524498940E0,2.343923569E0,3.517082214E0
5.687566100E-1,-6.622661114E0,2.308010340E0,3.557783842E0
5.707688430E-1,-6.890811920E0,2.212242365E0,3.610456228E0
5.727810760E-1,-7.259518623E0,2.183511972E0,3.813963413E0
5.747933420E-1,-7.453449249E0,2.154781580E0,3.974374771E0
5.768056080E-1,-7.865252018E0,2.106897593E0,4.290409565E0
5.788178410E-1,-8.253112793E0,2.118868589E0,4.606443882E0
5.808301070E-1,-8.432677269E0,2.140416384E0,4.838681698E0
5.828424730E-1,-8.731952667E0,2.185906172E0,5.447108269E0
5.848549060E-1,-9.028834343E0,2.188300371E0,5.775113583E0
5.868665390E-1,-9.172486305E0,2.176329374E0,5.849334240E0
5.888790390E-1,-9.452607155E0,2.138022184E0,5.794267178E0
5.908915720E-1,-9.680056572E0,2.130839586E0,5.734412193E0
5.929042050E-1,-9.950601578E0,2.130839586E0,5.954679012E0
5.949168380E-1,-1.006791782E1,2.104503393E0,6.079177380E0
5.969294710E-1,-1.028578949E1,2.066195965E0,6.285078526E0
5.989422040E-1,-1.041747093E1,1.999158382E0,6.459855556E0
6.009550040E-1,-1.044141293E1,1.987187386E0,6.524498940E0
6.029678370E-1,-1.040549946E1,2.020706177E0,6.648997307E0
6.049807030E-1,-1.028339577E1,2.070984364E0,6.720823288E0
6.069944690E-1,-1.022114658E1,2.106897593E0,6.742371082E0
6.090073690E-1,-1.005115795E1,2.209848166E0,6.768707275E0
6.110203350E-1,-9.809343338E0,2.353500366E0,6.735188484E0
6.130333350E-1,-9.699210167E0,2.413355350E0,6.708852291E0
6.150463010E-1,-9.498097420E0,2.518700123E0,6.689698696E0
6.170592340E-1,-9.344868660E0,2.592920542E0,6.629843712E0
6.190721670E-1,-9.265859604E0,2.631227732E0,6.457461357E0
6.210851330E-1,-9.258677483E0,2.671929121E0,6.241982937E0
6.230962990E-1,-9.268254280E0,2.674323320E0,6.100725174E0
6.251092650E-1,-9.323320389E0,2.707842112E0,5.715258598E0
6.271222650E-1,-9.344868660E0,2.691082716E0,5.499780655E0
6.291352650E-1,-9.378387451E0,2.707842112E0,5.076006889E0
6.311482310E-1,-9.383175850E0,2.705447912E0,4.730942726E0
6.331611970E-1,-9.373599052E0,2.724601507E0,4.553771496E0
6.351741970E-1,-9.375992775E0,2.806004286E0,4.194641590E0
6.371872630E-1,-9.464578629E0,2.885013103E0,3.928884983E0
6.392002960E-1,-9.512462616E0,2.908955097E0,3.811569214E0
6.412132620E-1,-9.488520622E0,2.966415882E0,4.122815132E0
6.432545280E-1,-9.356839180E0,3.265691042E0,3.639186621E0
6.452957940E-1,-9.356839180E0,3.311181068E0,3.512293816E0
6.473370600E-1,-9.318531990E0,3.282450438E0,3.284844637E0
6.493782930E-1,-9.191639900E0,3.201047659E0,3.105279684E0
6.514195260E-1,-9.110237122E0,3.162740469E0,3.035847664E0
6.534607590E-1,-8.875604630E0,3.145981073E0,2.952050686E0
6.555020250E-1,-8.528446198E0,3.201047659E0,2.865859509E0
6.575433250E-1,-8.284236908E0,3.287238836E0,2.760514498E0
6.595845910E-1,-7.781454563E0,3.483563423E0,2.499546528E0
6.616258570E-1,-7.328950882E0,3.569754839E0,2.197877169E0
6.636671570E-1,-7.125443459E0,3.564966440E0,2.109291792E0
6.657084570E-1,-6.694487095E0,3.567360640E0,1.960851192E0
6.677488900E-1,-6.368875980E0,3.576937437E0,1.766920805E0
6.697902230E-1,-6.179733753E0,3.567360640E0,1.582567334E0
6.718315560E-1,-6.093542576E0,3.526659012E0,1.470039845E0
6.738729220E-1,-5.990592003E0,3.493140221E0,1.201889277E0
6.759142880E-1,-5.995380402E0,3.447650433E0,9.481038451E-1
6.779557210E-1,-6.060023785E0,3.406949043E0,8.403648138E-1
6.799971870E-1,-6.237194538E0,3.284844637E0,6.560112834E-1
6.820386200E-1,-6.337751389E0,3.301604033E0,5.650315881E-1
6.840800530E-1,-6.335357189E0,3.323152065E0,5.530605912E-1
6.861214860E-1,-6.390423775E0,3.229778051E0,3.806780577E-1
6.881627860E-1,-6.517316341E0,3.038241863E0,2.777273953E-1
6.902162520E-1,-6.637026310E0,2.817975283E0,1.795651317E-1
6.922697520E-1,-6.711246490E0,2.729389906E0,1.053448766E-1
6.943232520E-1,-6.838139534E0,2.580949545E0,5.746084079E-2
6.963766850E-1,-6.924330711E0,2.485181332E0,6.464344263E-2
6.984300850E-1,-6.833351135E0,2.540247917E0,1.316810995E-1
7.004834850E-1,-6.728005886E0,2.734178305E0,3.423708379E-1
7.025369850E-1,-6.450278759E0,2.964021683E0,5.626373887E-1
7.045621180E-1,-6.320991993E0,2.880224705E0,7.661445141E-1
7.065872840E-1,-6.407183170E0,2.679111719E0,7.781155705E-1
7.086124500E-1,-6.761524677E0,2.176329374E0,8.044517636E-1
7.106376830E-1,-7.139808655E0,1.786074519E0,8.978256583E-1
7.126629160E-1,-7.257124424E0,1.716642618E0,1.027112484E0
7.146881160E-1,-7.424718857E0,1.659181833E0,1.335964561E0
7.167132820E-1,-7.836521626E0,1.326387763E0,1.388636947E0
7.187384150E-1,-8.138191223E0,1.084573388E0,1.323993564E0
7.207635150E-1,-8.643367767E0,8.092401624E-1,1.244984865E0
7.227885480E-1,-8.566753387E0,1.223437071E0,1.575384736E0
7.257195480E-1,-8.054393768E0,1.999158382E0,2.197877169E0
7.278669670E-1,-8.018480301E0,1.987187386E0,2.363077164E0
7.298799670E-1,-8.463802338E0,1.436521053E0,2.133233786E0
7.318929670E-1,-8.650549889E0,1.211466074E0,2.097320795E0
7.339059670E-1,-8.511686325E0,1.357512355E0,2.456450939E0
7.359186330E-1,-7.941866398E0,1.886630893E0,3.227383852E0
7.379313830E-1,-7.810185432E0,1.872265697E0,3.435679436E0
7.399441830E-1,-7.920318604E0,1.498770237E0,3.318363667E0
7.419570160E-1,-7.858069420E0,1.412579060E0,3.380612850E0
7.439697300E-1,-7.771877766E0,1.211466074E0,3.722983599E0
7.459823550E-1,-7.903559208E0,9.337386489E-1,3.773261786E0
7.479952430E-1,-8.233959198E0,4.309563041E-1,3.737348795E0
7.500082430E-1,-7.846098423E0,9.265560508E-1,4.027047157E0
7.520212430E-1,-7.496544838E0,1.307234168E0,4.347870350E0
7.540344090E-1,-7.240365028E0,1.467645645E0,4.443638325E0
7.560477160E-1,-7.149385452E0,1.491587639E0,4.158728123E0
7.580610010E-1,-7.091924667E0,1.532289028E0,4.089296341E0
7.600743340E-1,-7.051223278E0,1.493981838E0,3.902548790E0
7.620877090E-1,-7.041646481E0,1.491587639E0,3.624821424E0
7.641010610E-1,-7.048829079E0,1.496376038E0,3.469198227E0
7.661143380E-1,-7.115866661E0,1.515529633E0,3.143586874E0
7.681276010E-1,-7.194875240E0,1.491587639E0,2.798821688E0
7.701408010E-1,-7.230788231E0,1.484405041E0,2.612074137E0
7.721540390E-1,-7.276278019E0,1.443703651E0,2.279279947E0
7.741672200E-1,-7.321768284E0,1.328781962E0,1.960851192E0
7.761803500E-1,-7.312191486E0,1.271321058E0,1.675941229E0
7.781934330E-1,-7.316979885E0,1.261744261E0,1.551442742E0
7.802065130E-1,-7.235576630E0,1.400607944E0,1.352723956E0
7.822195890E-1,-7.067982674E0,1.680729628E0,1.108515382E0
7.842326630E-1,-6.953061104E0,1.831564307E0,9.552865028E-1
7.862457340E-1,-6.766313076E0,2.157175779E0,7.182605267E-1
7.882587680E-1,-6.730400085E0,2.209848166E0,8.475474119E-1
7.902718010E-1,-6.672939301E0,2.243366957E0,8.786720037E-1
7.922849010E-1,-6.615478516E0,2.243366957E0,8.595184088E-1
7.942980340E-1,-6.718429089E0,2.291250944E0,9.504981041E-1
7.963112340E-1,-6.818985939E0,2.276885748E0,1.022324085E0
7.983244670E-1,-7.067982674E0,2.185906172E0,1.280897856E0
8.003377330E-1,-7.429507256E0,2.260126352E0,1.565807939E0
8.023510330E-1,-7.767089367E0,2.298433542E0,1.812410712E0
8.043643990E-1,-8.111854553E0,2.616862535E0,2.116474390E0
8.063795320E-1,-8.279448509E0,2.767697096E0,2.161964178E0
8.083927980E-1,-8.573935509E0,3.289633036E0,2.178723574E0
8.104060640E-1,-8.662521362E0,3.608062029E0,2.240972757E0
8.124193970E-1,-8.779836655E0,4.285621166E0,2.272097349E0
8.144326630E-1,-8.825326920E0,4.908412933E0,2.317587137E0
8.164459290E-1,-8.837297440E0,5.176563263E0,2.365471363E0
8.184592290E-1,-8.832509041E0,5.712864399E0,2.525882721E0
8.204724950E-1,-8.767866135E0,6.155791759E0,2.734178305E0
8.224856950E-1,-8.729558945E0,6.349722385E0,2.849100113E0
8.244988950E-1,-8.624214172E0,6.761524677E0,3.122039080E0
8.265121280E-1,-8.621819496E0,7.005733490E0,3.411737442E0
8.285253610E-1,-8.679280281E0,7.065588474E0,3.782838583E0
8.305386270E-1,-8.755894661E0,7.151779652E0,3.991134167E0
8.325518270E-1,-9.019257545E0,7.099107265E0,4.527435303E0
8.345650600E-1,-9.332897186E0,6.852504730E0,5.080795288E0
8.365783600E-1,-9.510068893E0,6.694487095E0,5.272331238E0
8.385917260E-1,-1.002242756E1,6.158185959E0,5.372888088E0
8.406051590E-1,-1.069759274E1,5.528511047E0,4.949114323E0
8.426185920E-1,-1.116206741E1,5.281908035E0,4.611232281E0
8.446320250E-1,-1.227297688E1,4.845864296E0,3.845088005E0
